state,district,age_0_5,age_5_17,age_18_greater,total_enrol,share_0_5,share_5_17,share_18_plus,child_to_adult_ratio,age_category,cv_enrol,child_share,cluster
Chhattisgarh,Kondagaon,1724,960,9,2693,0.6401782398811734,0.3564797623468251,0.0033419977720014855,298.22222221890866,Child-Heavy,1.0080208483025739,0.9966580022279985,0
Chhattisgarh,Korba,2505,409,11,2925,0.8564102564102564,0.13982905982905983,0.0037606837606837607,264.90909090668265,Child-Heavy,0.6177376879939058,0.9962393162393162,0
Chhattisgarh,Koriya,1010,423,1,1434,0.704323570432357,0.29497907949790797,0.000697350069735007,1432.9999998567,Child-Heavy,0.6676311386555204,0.9993026499302651,4
Chhattisgarh,Mahasamund,2378,485,22,2885,0.824263431542461,0.1681109185441941,0.0076256499133448875,130.1363636357721,Child-Heavy,0.5618891627626468,0.9923743500866551,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,109,52,0,161,0.6770186335403726,0.32298136645962733,0.0,1610000000000.0,Child-Heavy,0.8072919092879669,1.0,4
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,99,62,4,165,0.6,0.37575757575757573,0.024242424242424242,40.24999999899375,Child-Heavy,0.8427152511501032,0.9757575757575757,4
Chhattisgarh,Mungeli,1937,267,2,2206,0.8780598368087036,0.12103354487760652,0.0009066183136899365,1101.9999999449,Child-Heavy,0.8132354083625983,0.9990933816863101,0
Chhattisgarh,Narayanpur,317,234,4,555,0.5711711711711712,0.42162162162162165,0.007207207207207207,137.74999999655626,Child-Heavy,0.6847210954940554,0.9927927927927929,4
Chhattisgarh,Raigarh,3184,573,36,3793,0.8394410756656999,0.15106775639335618,0.009491167940943844,104.36111111082121,Child-Heavy,1.5699250728360614,0.990508832059056,0
Chhattisgarh,Raipur,5586,733,38,6357,0.8787163756488909,0.1153059619317288,0.005977662419380211,166.2894736837729,Child-Heavy,0.6662896112811374,0.9940223375806198,0
Chhattisgarh,Rajnandgaon,3108,308,23,3439,0.9037510904332655,0.08956091887176505,0.006687990694969468,148.52173912978904,Child-Heavy,0.670298394874038,0.9933120093050306,0
Chhattisgarh,Sakti,205,36,1,242,0.8471074380165289,0.1487603305785124,0.004132231404958678,240.9999999759,Child-Heavy,0.7735057295724583,0.9958677685950412,4
Chhattisgarh,Sarangarh-Bilaigarh,80,17,2,99,0.8080808080808081,0.1717171717171717,0.020202020202020204,48.499999997575,Child-Heavy,0.805060257592731,0.9797979797979798,4
Chhattisgarh,Sukma,1036,677,93,1806,0.5736434108527132,0.3748615725359911,0.05149501661129568,18.41935483868987,Child-Heavy,2.482909223899148,0.9485049833887043,1
Chhattisgarh,Surajpur,1721,546,5,2272,0.7574823943661971,0.24031690140845072,0.0022007042253521128,453.399999990932,Child-Heavy,0.7043453413991928,0.9977992957746479,0
Chhattisgarh,Surguja,1738,417,5,2160,0.8046296296296296,0.19305555555555556,0.0023148148148148147,430.99999999138,Child-Heavy,0.6912516830080305,0.9976851851851851,0
Chhattisgarh,Uttar Bastar Kanker,326,65,4,395,0.8253164556962025,0.16455696202531644,0.010126582278481013,97.74999999755624,Child-Heavy,0.7520163442600223,0.9898734177215189,4
Dadra And Nagar Haveli,Dadra And Nagar Haveli,324,46,2,372,0.8709677419354839,0.12365591397849462,0.005376344086021506,184.99999999075,Child-Heavy,0.7706688204940308,0.9946236559139785,4
Dadra And Nagar Haveli And Daman And Diu,Daman,45,5,6,56,0.8035714285714286,0.08928571428571429,0.10714285714285714,8.333333333194444,Child-Heavy,0.46136904375375726,0.8928571428571429,4
Daman And Diu,Diu,58,2,0,60,0.9666666666666667,0.03333333333333333,0.0,600000000000.0,Child-Heavy,0.48970890821511276,1.0,4
Delhi,Central Delhi,2651,974,180,3805,0.6967148488830486,0.2559789750328515,0.04730617608409987,20.138888888877702,Child-Heavy,2.6819040757812864,0.9526938239159001,1
Delhi,East Delhi,5849,1989,184,8022,0.7291199202193966,0.24794315632011968,0.02293692346048367,42.597826086933374,Child-Heavy,1.6197472194043034,0.9770630765395163,0
Delhi,New Delhi,894,493,172,1559,0.573444515715202,0.31622835150737655,0.11032713277742143,8.063953488367405,Child-Heavy,5.329863059673607,0.8896728672225787,1
Delhi,North Delhi,2936,1155,78,4169,0.7042456224514272,0.2770448548812665,0.01870952266730631,52.4487179486507,Child-Heavy,2.0141189431808484,0.9812904773326937,0
Delhi,North East,671,220,1,892,0.7522421524663677,0.24663677130044842,0.0011210762331838565,890.9999999109,Child-Heavy,0.7978872950601001,0.9988789237668161,4
Delhi,North East Delhi,1983,905,46,2934,0.6758691206543967,0.30845262440354465,0.015678254942058625,62.78260869551569,Child-Heavy,2.448844145434833,0.9843217450579413,1
Delhi,North West Delhi,11233,3194,331,14758,0.7611464968152867,0.21642498983602115,0.022428513348692235,43.58610271902007,Child-Heavy,0.9592584480847337,0.9775714866513079,0
Delhi,Shahdara,601,326,53,980,0.613265306122449,0.3326530612244898,0.05408163265306123,17.49056603770285,Child-Heavy,3.549780167731007,0.9459183673469388,1
Delhi,South Delhi,9531,2636,461,12628,0.7547513462147608,0.20874247703515997,0.03650617675007919,26.392624728844602,Child-Heavy,1.051211942839339,0.9634938232499208,0
Delhi,South West Delhi,5968,1730,324,8022,0.743954126153079,0.21565694340563452,0.04038893044128646,23.759259259251927,Child-Heavy,1.1340619150154492,0.9596110695587134,0
Delhi,West Delhi,8548,2964,408,11920,0.7171140939597316,0.24865771812080537,0.03422818791946309,28.21568627450289,Child-Heavy,1.767971514722335,0.965771812080537,0
Goa,North Goa,1068,145,93,1306,0.8177641653905053,0.1110260336906585,0.07120980091883614,13.043010752674148,Child-Heavy,0.5162908320451292,0.9287901990811638,4
Goa,South Goa,786,108,62,956,0.8221757322175732,0.11297071129707113,0.06485355648535565,14.41935483868642,Child-Heavy,0.5592723375827128,0.9351464435146444,4
Gujarat,Ahmadabad,3279,1988,240,5507,0.5954240058107862,0.360995097149083,0.04358089704013074,21.94583333332419,Child-Heavy,6.036316342464243,0.9564191029598692,1
Gujarat,Ahmedabad,10594,4636,541,15771,0.6717392682772176,0.29395726333143113,0.03430346839135121,28.15157116450496,Child-Heavy,0.8352793372585128,0.9656965316086488,0
Gujarat,Amreli,3331,566,228,4125,0.8075151515151515,0.1372121212121212,0.05527272727272727,17.092105263150398,Child-Heavy,1.6720352034552426,0.9447272727272727,0
Gujarat,Anand,5371,797,447,6615,0.8119425547996977,0.12048374905517763,0.06757369614512472,13.798657718117719,Child-Heavy,1.478820663639609,0.9324263038548753,0
Gujarat,Arvalli,1369,257,86,1712,0.7996495327102804,0.15011682242990654,0.05023364485981308,18.906976744164062,Child-Heavy,3.0743730508154057,0.9497663551401869,1
Gujarat,Banas Kantha,4380,3316,545,8241,0.531488896978522,0.4023783521417304,0.0661327508797476,14.1211009174286,Child-Heavy,4.513345942645654,0.9338672491202524,1
Gujarat,Banaskantha,8777,5148,884,14809,0.5926801269498279,0.34762644337902626,0.05969342967114592,15.75226244343713,Child-Heavy,2.0556070415119487,0.9403065703288541,0
Gujarat,Bharuch,3559,500,93,4152,0.8571772639691715,0.12042389210019268,0.022398843930635837,43.64516129027565,Child-Heavy,1.0204639426623765,0.9776011560693642,0
Gujarat,Bhavnagar,7785,1274,414,9473,0.8218093528977093,0.13448749076322178,0.04370315633906893,21.88164251207201,Child-Heavy,1.795004022850641,0.956296843660931,0
Gujarat,Botad,1656,440,137,2233,0.741603224361845,0.19704433497536947,0.06135244066278549,15.299270072981535,Child-Heavy,3.5871904162570405,0.9386475593372144,1
Gujarat,Chhotaudepur,1908,1106,432,3446,0.5536854323853744,0.3209518282066164,0.1253627394080093,6.976851851850237,Child-Heavy,4.292669108002112,0.8746372605919908,1
Gujarat,Dahod,3780,2733,526,7039,0.5370080977411564,0.38826537860491545,0.07472652365392811,12.382129277564184,Child-Heavy,2.7954801973584065,0.9252734763460719,1
Gujarat,Dang,531,179,80,790,0.6721518987341772,0.22658227848101264,0.10126582278481013,8.874999999988907,Child-Heavy,0.21839753748034674,0.8987341772151899,4
Gujarat,Devbhumi Dwarka,1490,358,187,2035,0.7321867321867321,0.1759213759213759,0.0918918918918919,9.882352941171186,Child-Heavy,2.710635744001404,0.908108108108108,1
Gujarat,Dohad,3776,2915,391,7082,0.5331827167466817,0.4116068907088393,0.05521039254447896,17.11253196930509,Child-Heavy,5.450910844548328,0.9447896074555211,1
Gujarat,Gandhinagar,3776,765,485,5026,0.7512932749701552,0.15220851571826502,0.09649820931157979,9.362886597936214,Child-Heavy,1.5797669485037866,0.9035017906884202,0
Gujarat,Gir Somnath,3475,860,313,4648,0.7476333907056799,0.18502581755593803,0.0673407917383821,13.84984025558663,Child-Heavy,3.5707349899150795,0.932659208261618,1
Gujarat,Jamnagar,4641,731,259,5631,0.8241875332978157,0.12981708399928965,0.04599538270289469,20.741312741304736,Child-Heavy,1.8342779316992364,0.9540046172971053,0
Gujarat,Junagadh,4176,431,86,4693,0.8898359258470062,0.09183890901342424,0.018325165139569572,53.56976744179817,Child-Heavy,0.7397762073476627,0.9816748348604305,0
Gujarat,Kachchh,5754,2304,502,8560,0.672196261682243,0.2691588785046729,0.058644859813084114,16.05179282868206,Child-Heavy,1.819718185025184,0.9413551401869159,0
Gujarat,Kheda,5460,1174,426,7060,0.773371104815864,0.16628895184135978,0.0603399433427762,15.572769953047988,Child-Heavy,1.1467474491611094,0.9396600566572237,0
Gujarat,Mahesana,5076,883,281,6240,0.8134615384615385,0.14150641025641025,0.04503205128205128,21.20640569394263,Child-Heavy,1.7376835263393295,0.9549679487179488,0
Gujarat,Mahisagar,1618,345,104,2067,0.7827769714562167,0.16690856313497823,0.050314465408805034,18.87499999998185,Child-Heavy,2.3576272774851192,0.949685534591195,1
Gujarat,Morbi,3809,1314,361,5484,0.6945660102115244,0.23960612691466082,0.06582786287381473,14.19113573406809,Child-Heavy,3.4096463218407393,0.9341721371261853,1
Gujarat,Narmada,1061,93,27,1181,0.8983911939034717,0.07874682472480948,0.02286198137171888,42.740740740582446,Child-Heavy,0.656625689971892,0.9771380186282812,4
Gujarat,Navsari,2398,198,88,2684,0.8934426229508197,0.07377049180327869,0.03278688524590164,29.499999999966477,Child-Heavy,1.0919019742744682,0.9672131147540983,0
Gujarat,Panch Mahals,680,398,80,1158,0.5872193436960277,0.3436960276338515,0.0690846286701209,13.474999999983156,Child-Heavy,4.9865535256866895,0.9309153713298792,1
Gujarat,Panchmahals,4117,939,233,5289,0.7784080166383059,0.1775382870107771,0.044053696350917,21.69957081544133,Child-Heavy,1.552922692708163,0.9559463036490831,0
Gujarat,Patan,5728,2029,559,8316,0.6887926887926888,0.24398749398749398,0.06721981721981722,13.876565295167463,Child-Heavy,3.0654849796023003,0.9327801827801828,1
Gujarat,Porbandar,1840,325,165,2330,0.7896995708154506,0.13948497854077252,0.07081545064377683,13.12121212120417,Child-Heavy,2.30555995540837,0.9291845493562232,1
Gujarat,Rajkot,10888,3236,705,14829,0.7342369681030413,0.21822105334142558,0.047541978555533077,20.034042553188648,Child-Heavy,2.42748349243086,0.9524580214444669,1
Gujarat,Sabar Kantha,1012,688,122,1822,0.5554335894621295,0.37760702524698136,0.06695938529088913,13.934426229496776,Child-Heavy,6.192942135246422,0.9330406147091108,1
Gujarat,Sabarkantha,3082,1051,312,4445,0.693363329583802,0.23644544431946007,0.0701912260967379,13.246794871790627,Child-Heavy,1.3582706715021398,0.9298087739032621,0
Gujarat,Surat,14826,5177,569,20572,0.7206883142134941,0.2516527318685592,0.027658953917946722,35.154657293491184,Child-Heavy,1.5869603929021985,0.9723410460820533,0
Gujarat,Surendra Nagar,4489,1558,292,6339,0.7081558605458275,0.24578009149708155,0.04606404795709102,20.70890410958195,Child-Heavy,1.1066335067225275,0.953935952042909,0
Gujarat,Surendranagar,612,350,59,1021,0.5994123408423114,0.3428011753183154,0.05778648383937316,16.305084745735076,Child-Heavy,5.739971079946447,0.9422135161606269,1
Gujarat,Tapi,1720,180,141,2041,0.8427241548260657,0.0881920627143557,0.06908378245957864,13.475177304954983,Child-Heavy,0.723962959261897,0.9309162175404213,0
Gujarat,The Dangs,1005,178,68,1251,0.8033573141486811,0.14228617106314947,0.05435651478816946,17.397058823503826,Child-Heavy,1.8626372383929517,0.9456434852118305,1
Gujarat,Vadodara,8658,2264,495,11417,0.7583428221073837,0.19830077953928352,0.04335639835333275,22.064646464642006,Child-Heavy,1.1527689639377399,0.9566436016466672,0
Gujarat,Valsad,5003,1231,151,6385,0.7835552075176194,0.1927956147220047,0.02364917776037588,41.284768211893194,Child-Heavy,1.2501324380266448,0.9763508222396241,0
Haryana,Ambala,2939,118,33,3090,0.9511326860841424,0.038187702265372166,0.010679611650485437,92.63636363608292,Child-Heavy,1.0152386517262446,0.9893203883495145,0
Haryana,Bhiwani,3071,140,15,3226,0.9519528828270304,0.04339739615623062,0.0046497210167389955,214.06666666523955,Child-Heavy,0.6524461880962689,0.995350278983261,0
Haryana,Charkhi Dadri,543,13,0,556,0.9766187050359713,0.023381294964028777,0.0,5560000000000.0,Child-Heavy,0.7579217714070426,1.0,4
Haryana,Faridabad,7107,2489,293,9889,0.7186773182323795,0.251693801193245,0.029628880574375568,32.750853242309645,Child-Heavy,1.745725960277001,0.9703711194256245,0
Haryana,Fatehabad,2374,88,10,2472,0.9603559870550162,0.03559870550161812,0.0040453074433656954,246.199999997538,Child-Heavy,0.7799904674732195,0.9959546925566344,0
Haryana,Gurgaon,4655,1198,184,6037,0.7710783501739275,0.1984429352327315,0.030478714593341064,31.809782608678365,Child-Heavy,0.9751171015913859,0.9695212854066589,0
Haryana,Gurugram,1057,505,113,1675,0.631044776119403,0.30149253731343284,0.06746268656716418,13.823008849545289,Child-Heavy,0.9397650227911297,0.9325373134328359,0
Haryana,Hisar,4419,258,18,4695,0.9412140575079873,0.054952076677316296,0.0038338658146964857,259.83333333188983,Child-Heavy,0.7808332310690529,0.9961661341853035,0
Haryana,Jhajjar,2395,93,10,2498,0.9587670136108887,0.03722978382706165,0.0040032025620496394,248.799999997512,Child-Heavy,0.6915391309515242,0.9959967974379503,0
Haryana,Jind,3579,90,0,3669,0.9754701553556827,0.024529844644317254,0.0,36690000000000.0,Child-Heavy,0.7178236212239394,1.0,0
Haryana,Kaithal,2594,85,12,2691,0.9639539204756596,0.031586770717205497,0.004459308807134894,223.24999999813957,Child-Heavy,0.9567245899258426,0.9955406911928651,0
Haryana,Karnal,3724,176,7,3907,0.9531609930893269,0.04504735090862554,0.0017916560020476069,557.142857134898,Child-Heavy,0.6612109748096264,0.9982083439979524,0
Haryana,Kurukshetra,2227,74,11,2312,0.9632352941176471,0.03200692041522491,0.004757785467128028,209.18181817991652,Child-Heavy,0.7676982639379448,0.995242214532872,0
Haryana,Mahendragarh,2452,150,18,2620,0.9358778625954198,0.05725190839694656,0.006870229007633588,144.5555555547525,Child-Heavy,0.6678810298402901,0.9931297709923664,0
Haryana,Mewat,5304,504,19,5827,0.9102454093015274,0.08649390767118587,0.0032606830272867687,305.68421052470694,Child-Heavy,0.8264221500032903,0.9967393169727132,0
Haryana,Nuh,480,213,35,728,0.6593406593406593,0.2925824175824176,0.04807692307692308,19.799999999943427,Child-Heavy,0.0,0.9519230769230769,4
Haryana,Palwal,3570,277,2,3849,0.9275136399064692,0.07196674460898934,0.0005196154845414394,1923.499999903825,Child-Heavy,0.6601357438908935,0.9994803845154585,0
Haryana,Panchkula,1221,83,4,1308,0.9334862385321101,0.06345565749235474,0.0030581039755351682,325.99999999185,Child-Heavy,0.8077915777491478,0.9969418960244648,4
Haryana,Panipat,3789,518,45,4352,0.8706341911764706,0.11902573529411764,0.010340073529411764,95.71111111089841,Child-Heavy,1.077275683478383,0.9896599264705882,0
Haryana,Rewari,2174,142,6,2322,0.9362618432385874,0.0611541774332472,0.002583979328165375,385.9999999935667,Child-Heavy,0.6912212905070587,0.9974160206718347,0
Haryana,Rohtak,2816,187,29,3032,0.9287598944591029,0.061675461741424804,0.009564643799472295,103.55172413757397,Child-Heavy,1.034637381265922,0.9904353562005277,0
Haryana,Sirsa,2996,193,1,3190,0.9391849529780564,0.06050156739811912,0.00031347962382445143,3188.9999996811,Child-Heavy,0.7719156269731857,0.9996865203761754,0
Haryana,Sonipat,4103,264,34,4401,0.9322881163371961,0.05998636673483299,0.007725516927970915,128.44117647021045,Child-Heavy,0.7806373750695123,0.9922744830720291,0
Haryana,Yamuna Nagar,2849,98,7,2954,0.9644549763033176,0.03317535545023697,0.002369668246445498,420.99999999398574,Child-Heavy,0.7234882964258427,0.9976303317535545,0
Himachal Pradesh,Bilaspur,938,14,0,952,0.9852941176470589,0.014705882352941176,0.0,9520000000000.0,Child-Heavy,0.7059711152565831,1.0,4
Himachal Pradesh,Chamba,1523,64,7,1594,0.9554579673776662,0.04015056461731493,0.00439146800501882,226.71428571104693,Child-Heavy,0.7584555879697861,0.9956085319949811,0
Himachal Pradesh,Hamirpur,1143,15,1,1159,0.9861949956859362,0.012942191544434857,0.0008628127696289905,1157.9999998842,Child-Heavy,0.7294622202195263,0.999137187230371,4
Himachal Pradesh,Kangra,3751,73,20,3844,0.9758064516129032,0.01899063475546306,0.005202913631633715,191.19999999904402,Child-Heavy,0.606597522423753,0.9947970863683663,0
Himachal Pradesh,Kinnaur,134,20,5,159,0.8427672955974843,0.12578616352201258,0.031446540880503145,30.799999999384,Child-Heavy,0.5978749803957708,0.9685534591194969,4
Himachal Pradesh,Kullu,945,106,88,1139,0.8296751536435469,0.09306409130816505,0.07726075504828797,11.943181818168247,Child-Heavy,0.8339720781395876,0.922739244951712,4
Himachal Pradesh,Mandi,2356,43,10,2409,0.9779991697799917,0.0178497301784973,0.004151100041511001,239.899999997601,Child-Heavy,0.6708296074835823,0.995848899958489,0
Himachal Pradesh,Shimla,1435,157,21,1613,0.8896466212027279,0.09733415995040298,0.013019218846869188,75.80952380916281,Child-Heavy,0.6859855224441307,0.9869807811531308,0
Himachal Pradesh,Sirmaur,1442,61,7,1510,0.9549668874172186,0.04039735099337748,0.004635761589403974,214.71428571121837,Child-Heavy,0.6455918012801561,0.9953642384105961,4
Himachal Pradesh,Solan,1063,64,5,1132,0.9390459363957597,0.05653710247349823,0.00441696113074205,225.399999995492,Child-Heavy,0.5958201338160092,0.9955830388692579,4
Himachal Pradesh,Una,1179,21,0,1200,0.9825,0.0175,0.0,12000000000000.0,Child-Heavy,0.7560286977917884,1.0,4
Jammu And Kashmir,Anantnag,2794,308,33,3135,0.8912280701754386,0.09824561403508772,0.010526315789473684,93.99999999971514,Child-Heavy,0.6115357395911556,0.9894736842105263,0
Jammu And Kashmir,Badgam,1044,134,1,1179,0.8854961832061069,0.11365564037319763,0.0008481764206955047,1177.9999998822,Child-Heavy,0.7412650487775682,0.9991518235793045,4
Jammu And Kashmir,Bandipore,1235,293,43,1571,0.7861234882240611,0.18650541056651815,0.02737110120942075,35.53488372084759,Child-Heavy,0.5907648768522797,0.9726288987905792,4
Jammu And Kashmir,Baramula,2758,458,60,3276,0.8418803418803419,0.1398046398046398,0.018315018315018316,53.599999999910665,Child-Heavy,0.8801974712190657,0.9816849816849818,0
Jammu And Kashmir,Budgam,323,22,4,349,0.9255014326647565,0.06303724928366762,0.011461318051575931,86.24999999784374,Child-Heavy,0.7788249455456632,0.9885386819484241,4
Jammu And Kashmir,Doda,2701,716,29,3446,0.7838073128264654,0.2077771329077191,0.008415554265815438,117.82758620649025,Child-Heavy,1.2629409623611079,0.9915844457341845,0
Jammu And Kashmir,Ganderbal,555,42,7,604,0.9188741721854304,0.0695364238410596,0.011589403973509934,85.28571428449592,Child-Heavy,0.6696834173926067,0.9884105960264901,4
Jammu And Kashmir,Jammu,3493,783,36,4312,0.810064935064935,0.18158627087198514,0.008348794063079777,118.77777777744784,Child-Heavy,0.6675814134676241,0.9916512059369202,0
Jammu And Kashmir,Kargil,271,91,1,363,0.7465564738292011,0.25068870523415976,0.0027548209366391185,361.9999999638,Child-Heavy,0.9989366134754945,0.9972451790633609,4
Jammu And Kashmir,Kathua,2460,297,8,2765,0.8896925858951176,0.10741410488245931,0.0028933092224231465,344.6249999956922,Child-Heavy,0.9165655611183755,0.9971066907775769,0
Jammu And Kashmir,Kishtwar,771,145,4,920,0.8380434782608696,0.15760869565217392,0.004347826086956522,228.999999994275,Child-Heavy,0.7804256140583173,0.9956521739130435,4
Jammu And Kashmir,Kulgam,401,107,9,517,0.7756286266924565,0.20696324951644102,0.017408123791102514,56.44444444381728,Child-Heavy,0.9376444397706087,0.9825918762088974,4
Jammu And Kashmir,Kupwara,2249,424,38,2711,0.8295831796385098,0.1563998524529694,0.014016967908520842,70.34210526297278,Child-Heavy,0.6291811158729058,0.9859830320914792,0
Jammu And Kashmir,Leh,112,30,1,143,0.7832167832167832,0.2097902097902098,0.006993006993006993,141.9999999858,Child-Heavy,0.7309696248547533,0.993006993006993,4
Jammu And Kashmir,Pulwama,1557,108,14,1679,0.9273377010125075,0.06432400238237046,0.008338296605122097,118.92857142772193,Child-Heavy,0.6664303298764311,0.9916617033948779,0
Jammu And Kashmir,Punch,2000,528,17,2545,0.7858546168958742,0.2074656188605108,0.0066797642436149315,148.70588235206645,Child-Heavy,0.9493272259330151,0.9933202357563851,0
Jammu And Kashmir,Rajouri,1913,554,7,2474,0.7732417138237672,0.22392886014551333,0.0028294260307194824,352.4285714235367,Child-Heavy,0.7484089420709369,0.9971705739692804,0
Jammu And Kashmir,Ramban,720,327,1,1048,0.6870229007633588,0.31202290076335876,0.0009541984732824427,1046.9999998952999,Child-Heavy,1.1388260781083148,0.9990458015267176,4
Jammu And Kashmir,Reasi,928,478,6,1412,0.6572237960339944,0.3385269121813031,0.00424929178470255,234.33333332942777,Child-Heavy,0.7788975592275189,0.9957507082152974,4
Jammu And Kashmir,Samba,313,30,6,349,0.8968481375358166,0.08595988538681948,0.017191977077363897,57.16666666571389,Child-Heavy,0.6295029330574319,0.9828080229226361,4
Jammu And Kashmir,Shopian,240,84,20,344,0.6976744186046512,0.2441860465116279,0.05813953488372093,16.199999999919,Child-Heavy,0.0,0.9418604651162791,4
Jammu And Kashmir,Shupiyan,351,97,1,449,0.7817371937639198,0.21603563474387527,0.0022271714922048997,447.9999999552,Child-Heavy,0.6655035819071035,0.9977728285077951,4
Jammu And Kashmir,Srinagar,2579,253,126,2958,0.8718728870858689,0.08553076402974984,0.04259634888438134,22.476190476172636,Child-Heavy,0.5822106648739098,0.9574036511156186,0
Jammu And Kashmir,Udhampur,2129,291,9,2429,0.8764923836969947,0.1198023878139152,0.0037052284890901604,268.8888888859012,Child-Heavy,0.773093408371853,0.9962947715109098,0
Jharkhand,Bokaro,3396,2221,16,5633,0.6028759098171489,0.3942836854251731,0.002840404757677969,351.0624999978059,Child-Heavy,0.6706809875351161,0.997159595242322,0
Jharkhand,Chatra,3149,2542,33,5724,0.5501397624039134,0.4440950384346611,0.005765199161425576,172.45454545402285,Child-Heavy,0.9861589734114684,0.9942348008385744,0
Jharkhand,Deoghar,3942,3174,119,7235,0.5448514167242571,0.4387007601935038,0.016447823082239115,59.798319327680844,Child-Heavy,0.7204334996784996,0.9835521769177609,0
Jharkhand,Dhanbad,6439,3666,85,10190,0.6318940137389598,0.35976447497546615,0.008341511285574092,118.8823529410366,Child-Heavy,0.9759539740550628,0.991658488714426,0
Jharkhand,Dumka,2436,2727,81,5244,0.4645308924485126,0.5200228832951945,0.015446224256292907,63.74074074066205,Child-Heavy,0.6780725997860676,0.9845537757437071,0
Jharkhand,East Singhbhum,4934,1751,86,6771,0.7286959090237779,0.2586028651602422,0.012701225815979914,77.73255813944449,Child-Heavy,0.7809708490375697,0.9872987741840201,0
Jharkhand,East Singhbum,631,396,53,1080,0.5842592592592593,0.36666666666666664,0.049074074074074076,19.377358490529478,Child-Heavy,0.0,0.950925925925926,4
Jharkhand,Garhwa,3469,1248,12,4729,0.7335588919433284,0.2639035736942271,0.0025375343624444912,393.08333333005766,Child-Heavy,0.7322718136641689,0.9974624656375555,0
Jharkhand,Garhwa *,108,15,0,123,0.8780487804878049,0.12195121951219512,0.0,1230000000000.0,Child-Heavy,0.7165842941592621,1.0,4
Jharkhand,Giridih,7141,5793,79,13013,0.548758933374318,0.44517021440098364,0.006070852224698379,163.72151898713452,Child-Heavy,0.7140777455489946,0.9939291477753016,0
Jharkhand,Godda,2955,1953,17,4925,0.6,0.3965482233502538,0.0034517766497461928,288.70588235124296,Child-Heavy,0.6580349294219422,0.9965482233502538,0
Jharkhand,Gumla,3880,2386,90,6356,0.6104468219005664,0.37539332913782253,0.014159848961611076,69.62222222214486,Child-Heavy,1.0603135467432243,0.985840151038389,0
Jharkhand,Hazaribag,190,105,0,295,0.6440677966101694,0.3559322033898305,0.0,2950000000000.0,Child-Heavy,0.9557100906580699,1.0,4
Jharkhand,Hazaribagh,3094,1536,31,4661,0.6638060502038189,0.3295430165200601,0.006650933276121004,149.35483870919563,Child-Heavy,0.6553999243841843,0.9933490667238789,0
Jharkhand,Jamtara,2381,928,10,3319,0.7173847544441097,0.2796022898463393,0.0030129557095510697,330.899999996691,Child-Heavy,0.5837215401456046,0.9969870442904489,0
Jharkhand,Khunti,1104,852,43,1999,0.5522761380690345,0.42621310655327665,0.021510755377688845,45.488372092917466,Child-Heavy,1.6834580417380798,0.9784892446223112,0
Jharkhand,Kodarma,104,69,0,173,0.6011560693641619,0.3988439306358382,0.0,1730000000000.0,Child-Heavy,0.6791397981260865,1.0,4
Jharkhand,Koderma,1102,615,7,1724,0.6392111368909513,0.35672853828306267,0.004060324825986079,245.2857142822102,Child-Heavy,0.6784934731854476,0.9959396751740139,0
Jharkhand,Latehar,1609,884,11,2504,0.6425718849840255,0.35303514376996803,0.00439297124600639,226.6363636343033,Child-Heavy,0.7499347440912546,0.9956070287539935,0
Jharkhand,Lohardaga,1164,587,49,1800,0.6466666666666666,0.32611111111111113,0.02722222222222222,35.734693877478094,Child-Heavy,2.1752148594208465,0.9727777777777777,1
Jharkhand,Pakaur,124,62,0,186,0.6666666666666666,0.3333333333333333,0.0,1860000000000.0,Child-Heavy,0.9683576960182888,1.0,4
Jharkhand,Pakur,1708,963,43,2714,0.6293294030950627,0.3548268238761975,0.015843773028739867,62.11627906962298,Child-Heavy,2.1793033794183057,0.9841562269712603,0
Jharkhand,Palamau,161,44,0,205,0.7853658536585366,0.2146341463414634,0.0,2050000000000.0,Child-Heavy,1.0825567987817024,1.0,4
Jharkhand,Palamu,4789,1400,50,6239,0.767590960089758,0.22439493508575092,0.008014104824491105,123.77999999975243,Child-Heavy,0.653659358084804,0.991985895175509,0
Jharkhand,Pashchimi Singhbhum,184,146,0,330,0.5575757575757576,0.44242424242424244,0.0,3300000000000.0,Child-Heavy,0.8902081127657829,1.0,4
Jharkhand,Purbi Singhbhum,390,86,0,476,0.819327731092437,0.18067226890756302,0.0,4760000000000.0,Child-Heavy,0.8520943271505492,1.0,4
Jharkhand,Ramgarh,1805,1017,11,2833,0.6371337804447582,0.35898340981291915,0.003882809742322626,256.54545454312233,Child-Heavy,0.6872603616896366,0.9961171902576773,0
Jharkhand,Ranchi,8179,4089,261,12529,0.6528054912602762,0.3263628382153404,0.02083167052438343,47.00383141760651,Child-Heavy,1.2908327634526953,0.9791683294756166,0
Jharkhand,Sahebganj,2846,2068,11,4925,0.5778680203045685,0.4198984771573604,0.002233502538071066,446.72727272321157,Child-Heavy,0.7331132873706844,0.9977664974619289,0
Jharkhand,Sahibganj,63,61,0,124,0.5080645161290323,0.49193548387096775,0.0,1240000000000.0,Child-Heavy,0.9139911447309558,1.0,4
Jharkhand,Seraikela-Kharsawan,1788,698,25,2511,0.7120669056152927,0.27797690163281563,0.009956192751891677,99.43999999960225,Child-Heavy,0.6979279831523157,0.9900438072481084,0
