state,district,age_0_5,age_5_17,age_18_greater,total_enrol,child_enrol_share,bio_5_17,bio_17_plus,total_bio,demo_5_17,demo_17_plus,total_demo,total_updates,child_updates,child_update_share,child_gap,update_intensity
Gujarat,Junagadh,4876.0,568.0,92.0,5536.0,0.9833815028901735,33995.0,68677.0,102672.0,3875.0,34170.0,38045.0,140717.0,37870.0,0.2691217123730608,-0.7142597905171126,25.418533236994218
Gujarat,Kachchh,6176.0,2605.0,521.0,9302.0,0.9439905396688885,67370.0,56591.0,123961.0,7742.0,59047.0,66789.0,190750.0,75112.0,0.3937719528178244,-0.5502185868510641,20.50634272199527
Gujarat,Kheda,5826.0,1224.0,517.0,7567.0,0.9316770186335404,49735.0,67426.0,117161.0,5991.0,46628.0,52619.0,169780.0,55726.0,0.3282247614560019,-0.6034522571775385,22.43689705299326
Gujarat,Mahesana,5289.0,908.0,293.0,6490.0,0.9548536209553159,42954.0,56959.0,99913.0,6530.0,43687.0,50217.0,150130.0,49484.0,0.32960767334976354,-0.6252459476055523,23.13251155624037
Gujarat,Mahisagar,2036.0,397.0,130.0,2563.0,0.9492781896215373,18042.0,12910.0,30952.0,918.0,6589.0,7507.0,38459.0,18960.0,0.4929925375074755,-0.4562856521140618,15.005462348809989
Gujarat,Morbi,5548.0,1803.0,653.0,8004.0,0.9184157921039481,21440.0,10439.0,31879.0,3044.0,16755.0,19799.0,51678.0,24484.0,0.47377994504431287,-0.4446358470596352,6.456521739130435
Gujarat,Narmada,1155.0,96.0,29.0,1280.0,0.97734375,15333.0,23865.0,39198.0,2729.0,12028.0,14757.0,53955.0,18062.0,0.3347604485219164,-0.6425833014780835,42.15234375
Gujarat,Navsari,2453.0,201.0,103.0,2757.0,0.9626405513239028,24168.0,21384.0,45552.0,5085.0,24517.0,29602.0,75154.0,29253.0,0.38924075897490484,-0.573399792348998,27.259339862169025
Gujarat,Panch Mahals,858.0,444.0,100.0,1402.0,0.9286733238231099,22.0,305.0,327.0,15.0,402.0,417.0,744.0,37.0,0.04973118279569892,-0.878942141027411,0.5306704707560628
Gujarat,Panchmahals,4828.0,1122.0,329.0,6279.0,0.947603121516165,39189.0,65579.0,104768.0,3200.0,29270.0,32470.0,137238.0,42389.0,0.3088721782596657,-0.6387309432564994,21.85666507405638
Gujarat,Patan,6023.0,2228.0,716.0,8967.0,0.9201516672242668,35135.0,38814.0,73949.0,3100.0,26459.0,29559.0,103508.0,38235.0,0.36939173783668894,-0.5507599293875778,11.54321400691424
Gujarat,Porbandar,2006.0,332.0,181.0,2519.0,0.9281460897181422,14257.0,16728.0,30985.0,1801.0,12822.0,14623.0,45608.0,16058.0,0.3520873530959481,-0.5760587366221941,18.10559745930925
Gujarat,Rajkot,12419.0,3732.0,919.0,17070.0,0.9461628588166374,79522.0,89189.0,168711.0,10174.0,127426.0,137600.0,306311.0,89696.0,0.29282657168694565,-0.6533362871296917,17.94440538957235
Gujarat,Sabar Kantha,1083.0,1197.0,157.0,2437.0,0.9355765285186705,59.0,558.0,617.0,41.0,602.0,643.0,1260.0,100.0,0.07936507936507936,-0.856211449153591,0.5170291341813705
Gujarat,Sabarkantha,3603.0,1173.0,339.0,5115.0,0.9337243401759531,37100.0,53287.0,90387.0,5607.0,38270.0,43877.0,134264.0,42707.0,0.3180822856461896,-0.6156420545297634,26.24907135874878
Gujarat,Surat,18412.0,6399.0,658.0,25469.0,0.9741646707762378,138828.0,142771.0,281599.0,35198.0,322384.0,357582.0,639181.0,174026.0,0.2722640378859822,-0.7019006328902556,25.096430955278965
Gujarat,Surendra Nagar,4853.0,1665.0,337.0,6855.0,0.9508388037928519,44699.0,51012.0,95711.0,3636.0,35123.0,38759.0,134470.0,48335.0,0.3594482040603852,-0.5913905997324667,19.61633843909555
Gujarat,Surendranagar,771.0,593.0,78.0,1442.0,0.9459084604715673,46.0,481.0,527.0,19.0,894.0,913.0,1440.0,65.0,0.04513888888888889,-0.9007695715826785,0.9986130374479889
Gujarat,Tapi,1856.0,205.0,151.0,2212.0,0.9317359855334539,16731.0,23294.0,40025.0,2645.0,9545.0,12190.0,52215.0,19376.0,0.37108110696160107,-0.5606548785718528,23.605334538878843
Gujarat,The Dangs,1068.0,186.0,74.0,1328.0,0.9442771084337349,12787.0,15163.0,27950.0,1477.0,5104.0,6581.0,34531.0,14264.0,0.4130781037328777,-0.5311990047008572,26.00225903614458
Gujarat,Vadodara,9306.0,2433.0,545.0,12284.0,0.9556333441875611,72719.0,128698.0,201417.0,10942.0,89085.0,100027.0,301444.0,83661.0,0.27753413569352847,-0.6780992084940326,24.539563660045587
Gujarat,Valsad,5818.0,1406.0,224.0,7448.0,0.9699248120300752,39767.0,44257.0,84024.0,8741.0,39602.0,48343.0,132367.0,48508.0,0.36646596206003007,-0.6034588499700451,17.772153598281417
Haryana,Akhera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Haryana,Ambala,3063.0,122.0,33.0,3218.0,0.9897451833436918,26591.0,46165.0,72756.0,3958.0,29284.0,33242.0,105998.0,30549.0,0.2882035510103964,-0.7015416323332954,32.93909260410193
Haryana,Bhiwani,3321.0,152.0,16.0,3489.0,0.995414158784752,37865.0,57760.0,95625.0,4004.0,30276.0,34280.0,129905.0,41869.0,0.32230476117162543,-0.6731093976131266,37.232731441673835
Haryana,Charkhi Dadri,839.0,19.0,0.0,858.0,1.0,3023.0,6765.0,9788.0,1698.0,10397.0,12095.0,21883.0,4721.0,0.21573824429922772,-0.7842617557007723,25.504662004662006
Haryana,Faridabad,12607.0,3225.0,323.0,16155.0,0.9800061900340452,58976.0,59975.0,118951.0,19754.0,140801.0,160555.0,279506.0,78730.0,0.2816755275378704,-0.6983306624961748,17.30151655834107
Haryana,Fatehabad,2510.0,92.0,10.0,2612.0,0.9961715160796325,29864.0,39930.0,69794.0,4592.0,37378.0,41970.0,111764.0,34456.0,0.30829247342614796,-0.6878790426534845,42.78866768759571
Haryana,Gurgaon,5417.0,1247.0,197.0,6861.0,0.9712869844046057,35245.0,35546.0,70791.0,13524.0,105689.0,119213.0,190004.0,48769.0,0.25667354371486917,-0.7146134406897365,27.69333916338726
Haryana,Gurugram,1804.0,625.0,207.0,2636.0,0.9214719271623673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9214719271623673,0.0
Haryana,Hisar,4927.0,289.0,18.0,5234.0,0.9965609476499809,53323.0,62544.0,115867.0,6665.0,56541.0,63206.0,179073.0,59988.0,0.334991874822,-0.6615690728279809,34.213412304165075
Haryana,Jhajjar,2515.0,99.0,10.0,2624.0,0.9961890243902439,24917.0,31722.0,56639.0,3763.0,28621.0,32384.0,89023.0,28680.0,0.3221639351628231,-0.6740250892274209,33.92644817073171
Haryana,Jhajjar *,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Haryana,Jind,3729.0,92.0,0.0,3821.0,1.0,34877.0,56391.0,91268.0,4923.0,39090.0,44013.0,135281.0,39800.0,0.2942024378885431,-0.7057975621114569,35.4046061240513
Haryana,Kaithal,2894.0,85.0,12.0,2991.0,0.995987963891675,34402.0,45534.0,79936.0,4992.0,34982.0,39974.0,119910.0,39394.0,0.3285297306313068,-0.6674582332603682,40.09027081243731
Haryana,Karnal,3861.0,179.0,8.0,4048.0,0.9980237154150198,32424.0,61595.0,94019.0,6828.0,42303.0,49131.0,143150.0,39252.0,0.2742018861334265,-0.7238218292815932,35.36314229249012
Haryana,Kurukshetra,2315.0,78.0,11.0,2404.0,0.9954242928452579,23358.0,46634.0,69992.0,3517.0,25192.0,28709.0,98701.0,26875.0,0.2722870082369986,-0.7231372846082593,41.05698835274542
Haryana,Mahendragarh,2575.0,155.0,24.0,2754.0,0.9912854030501089,20501.0,28331.0,48832.0,3104.0,25430.0,28534.0,77366.0,23605.0,0.3051081870589148,-0.6861772159911941,28.092229484386348
Haryana,Mewat,6989.0,550.0,19.0,7558.0,0.9974861074358295,38268.0,30057.0,68325.0,6364.0,60303.0,66667.0,134992.0,44632.0,0.3306270001185255,-0.666859107317304,17.86080973802593
Haryana,Nuh,1251.0,213.0,42.0,1506.0,0.9721115537848606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9721115537848606,0.0
Haryana,Palwal,4367.0,332.0,4.0,4703.0,0.9991494790559218,30617.0,28080.0,58697.0,7265.0,61703.0,68968.0,127665.0,37882.0,0.2967297223201347,-0.702419756735787,27.14543908143738
Haryana,Panchkula,1287.0,92.0,5.0,1384.0,0.9963872832369942,18303.0,19066.0,37369.0,5417.0,29001.0,34418.0,71787.0,23720.0,0.33042194269157366,-0.6659653405454206,51.869219653179194
Haryana,Panipat,5498.0,543.0,47.0,6088.0,0.9922798948751642,31426.0,48347.0,79773.0,9431.0,59653.0,69084.0,148857.0,40857.0,0.2744714726213749,-0.7178084222537893,24.45088699080158
Haryana,Rewari,2329.0,150.0,6.0,2485.0,0.9975855130784709,24987.0,24745.0,49732.0,6191.0,37840.0,44031.0,93763.0,31178.0,0.33251922400093853,-0.6650662890775323,37.73158953722334
Haryana,Rohtak,3161.0,191.0,61.0,3413.0,0.9821271608555523,25700.0,50270.0,75970.0,4152.0,22379.0,26531.0,102501.0,29852.0,0.2912361830616287,-0.6908909777939236,30.032522707295634
Haryana,Sirsa,3135.0,198.0,2.0,3335.0,0.999400299850075,40642.0,56424.0,97066.0,4976.0,50186.0,55162.0,152228.0,45618.0,0.2996689176761174,-0.6997313821739575,45.645577211394304
Haryana,Sonipat,4314.0,268.0,37.0,4619.0,0.9919896081402901,34624.0,50029.0,84653.0,7748.0,52916.0,60664.0,145317.0,42372.0,0.2915832283903466,-0.7004063797499436,31.460705780471965
Haryana,Yamuna Nagar,3278.0,110.0,8.0,3396.0,0.9976442873969376,33592.0,55136.0,88728.0,6421.0,46460.0,52881.0,141609.0,40013.0,0.2825597243113079,-0.7150845630856297,41.698763250883395
Haryana,Yamunanagar,56.0,3.0,0.0,59.0,1.0,142.0,740.0,882.0,27.0,401.0,428.0,1310.0,169.0,0.12900763358778625,-0.8709923664122138,22.203389830508474
Himachal Pradesh,Bilaspur,985.0,14.0,0.0,999.0,1.0,9673.0,12233.0,21906.0,932.0,5828.0,6760.0,28666.0,10605.0,0.3699504639642782,-0.6300495360357218,28.694694694694693
Himachal Pradesh,Chamba,1586.0,64.0,7.0,1657.0,0.995775497887749,16275.0,17567.0,33842.0,3354.0,16304.0,19658.0,53500.0,19629.0,0.36689719626168227,-0.6288783016260667,32.28726614363307
Himachal Pradesh,Hamirpur,1181.0,16.0,1.0,1198.0,0.9991652754590985,11206.0,12613.0,23819.0,883.0,6437.0,7320.0,31139.0,12089.0,0.3882269822409197,-0.6109382932181788,25.992487479131885
Himachal Pradesh,Kangra,3869.0,75.0,22.0,3966.0,0.994452849218356,44703.0,45210.0,89913.0,3693.0,30434.0,34127.0,124040.0,48396.0,0.39016446307642694,-0.604288386141929,31.275844679778114
Himachal Pradesh,Kinnaur,137.0,21.0,5.0,163.0,0.9693251533742331,2221.0,2246.0,4467.0,141.0,1028.0,1169.0,5636.0,2362.0,0.4190915542938254,-0.5502335990804077,34.576687116564415
Himachal Pradesh,Kullu,1022.0,111.0,106.0,1239.0,0.9144471347861178,11409.0,9839.0,21248.0,1211.0,8391.0,9602.0,30850.0,12620.0,0.40907617504051863,-0.5053709597455992,24.89911218724778
Himachal Pradesh,Lahaul and Spiti,3.0,0.0,0.0,3.0,1.0,15.0,32.0,47.0,15.0,44.0,59.0,106.0,30.0,0.2830188679245283,-0.7169811320754718,35.333333333333336
Himachal Pradesh,Lahul & Spiti,36.0,2.0,0.0,38.0,1.0,110.0,485.0,595.0,6.0,271.0,277.0,872.0,116.0,0.13302752293577982,-0.8669724770642202,22.94736842105263
Himachal Pradesh,Lahul and Spiti,31.0,1.0,0.0,32.0,1.0,557.0,208.0,765.0,70.0,163.0,233.0,998.0,627.0,0.6282565130260521,-0.3717434869739479,31.1875
Himachal Pradesh,Mandi,2460.0,43.0,11.0,2514.0,0.9956245027844073,28869.0,34465.0,63334.0,2289.0,14016.0,16305.0,79639.0,31158.0,0.3912404726327553,-0.604384030151652,31.678202068416866
Himachal Pradesh,Shimla,1488.0,161.0,21.0,1670.0,0.9874251497005988,19863.0,19864.0,39727.0,1841.0,13901.0,15742.0,55469.0,21704.0,0.3912816167589104,-0.5961435329416884,33.21497005988024
Himachal Pradesh,Sirmaur,1510.0,67.0,7.0,1584.0,0.9955808080808081,15275.0,16178.0,31453.0,2634.0,16784.0,19418.0,50871.0,17909.0,0.35204733541703526,-0.6435334726637728,32.115530303030305
Himachal Pradesh,Solan,1105.0,65.0,6.0,1176.0,0.9948979591836735,16252.0,17317.0,33569.0,1260.0,7723.0,8983.0,42552.0,17512.0,0.4115435232186501,-0.5833544359650233,36.183673469387756
Himachal Pradesh,Una,1226.0,21.0,0.0,1247.0,1.0,15138.0,16411.0,31549.0,1095.0,8466.0,9561.0,41110.0,16233.0,0.3948674288494284,-0.6051325711505716,32.96712109061748
Jaipur,Near meera hospital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
Jammu & Kashmir,Anantnag,3.0,1.0,0.0,4.0,1.0,5.0,2.0,7.0,0.0,11.0,11.0,18.0,5.0,0.2777777777777778,-0.7222222222222222,4.5
Jammu & Kashmir,Badgam,0.0,2.0,0.0,2.0,1.0,5.0,5.0,10.0,0.0,5.0,5.0,15.0,5.0,0.3333333333333333,-0.6666666666666667,7.5
Jammu & Kashmir,Bandipur,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.5
Jammu & Kashmir,Baramula,43.0,4.0,0.0,47.0,1.0,28.0,41.0,69.0,10.0,95.0,105.0,174.0,38.0,0.21839080459770116,-0.7816091954022988,3.702127659574468
Jammu & Kashmir,Doda,2.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,5.0,5.0,9.0,2.0,0.2222222222222222,-0.7777777777777778,4.5
Jammu & Kashmir,Jammu,52.0,10.0,0.0,62.0,1.0,33.0,199.0,232.0,6.0,187.0,193.0,425.0,39.0,0.09176470588235294,-0.908235294117647,6.854838709677419
Jammu & Kashmir,Kargil,2.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,11.0,11.0,13.0,0.0,0.0,-1.0,3.25
Jammu & Kashmir,Kathua,8.0,0.0,0.0,8.0,1.0,25.0,22.0,47.0,3.0,45.0,48.0,95.0,28.0,0.29473684210526313,-0.7052631578947368,11.875
Jammu & Kashmir,Kupwara,8.0,1.0,0.0,9.0,1.0,0.0,3.0,3.0,0.0,7.0,7.0,10.0,0.0,0.0,-1.0,1.1111111111111112
Jammu & Kashmir,Leh (ladakh),3.0,0.0,0.0,3.0,1.0,9.0,2.0,11.0,4.0,3.0,7.0,18.0,13.0,0.7222222222222222,-0.2777777777777778,6.0
Jammu & Kashmir,Pulwama,4.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,0.3333333333333333,-0.6666666666666667,0.75
Jammu & Kashmir,Punch,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,0.0,5.0,5.0,10.0,1.0,0.1,-0.9,10.0
Jammu & Kashmir,Rajauri,1.0,1.0,0.0,2.0,1.0,2.0,10.0,12.0,0.0,15.0,15.0,27.0,2.0,0.07407407407407407,-0.9259259259259259,13.5
Jammu & Kashmir,Srinagar,2.0,1.0,0.0,3.0,1.0,3.0,13.0,16.0,0.0,10.0,10.0,26.0,3.0,0.11538461538461539,-0.8846153846153846,8.666666666666666
Jammu & Kashmir,Udhampur,2.0,0.0,0.0,2.0,1.0,0.0,8.0,8.0,0.0,3.0,3.0,11.0,0.0,0.0,-1.0,5.5
Jammu And Kashmir,Doda,261.0,260.0,17.0,538.0,0.9684014869888475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9684014869888475,0.0
Jammu And Kashmir,Shopian,308.0,84.0,20.0,412.0,0.9514563106796117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9514563106796117,0.0
Jammu and Kashmir,?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Anantnag,2975.0,340.0,35.0,3350.0,0.9895522388059701,26943.0,20619.0,47562.0,5246.0,30309.0,35555.0,83117.0,32189.0,0.3872733616468352,-0.602278877159135,24.811044776119402
Jammu and Kashmir,Badgam,1674.0,190.0,1.0,1865.0,0.9994638069705094,4697.0,9434.0,14131.0,892.0,11222.0,12114.0,26245.0,5589.0,0.21295484854257954,-0.7865089584279299,14.072386058981234
Jammu and Kashmir,Bandipore,1288.0,308.0,43.0,1639.0,0.9737644905430141,10653.0,9720.0,20373.0,2600.0,13294.0,15894.0,36267.0,13253.0,0.36542862657512337,-0.6083358639678906,22.12751677852349
Jammu and Kashmir,Bandipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Baramula,3155.0,528.0,64.0,3747.0,0.9829196690685882,28508.0,33358.0,61866.0,5150.0,31540.0,36690.0,98556.0,33658.0,0.34151142497666304,-0.6414082440919251,26.302642113690954
Jammu and Kashmir,Budgam,793.0,51.0,15.0,859.0,0.9825378346915018,18502.0,4609.0,23111.0,5738.0,12884.0,18622.0,41733.0,24240.0,0.5808353101861836,-0.4017025245053182,48.58323632130384
Jammu and Kashmir,Doda,3186.0,763.0,15.0,3964.0,0.9962159434914228,19427.0,17348.0,36775.0,1109.0,10263.0,11372.0,48147.0,20536.0,0.42652709410762873,-0.5696888493837942,12.14606458123108
Jammu and Kashmir,Ganderbal,773.0,59.0,11.0,843.0,0.9869513641755635,7268.0,6428.0,13696.0,1034.0,6495.0,7529.0,21225.0,8302.0,0.3911425206124853,-0.5958088435630782,25.177935943060497
Jammu and Kashmir,Jammu,3697.0,825.0,36.0,4558.0,0.9921017990346643,45866.0,52701.0,98567.0,2480.0,32443.0,34923.0,133490.0,48346.0,0.36216945089519814,-0.6299323481394662,29.286967968407197
Jammu and Kashmir,Kargil,386.0,139.0,1.0,526.0,0.9980988593155894,1848.0,1073.0,2921.0,508.0,1537.0,2045.0,4966.0,2356.0,0.47442609746274667,-0.5236727618528427,9.44106463878327
Jammu and Kashmir,Kathua,2635.0,310.0,9.0,2954.0,0.9969532836831415,23058.0,17058.0,40116.0,1772.0,18658.0,20430.0,60546.0,24830.0,0.4101014104978033,-0.5868518731853383,20.49627623561273
Jammu and Kashmir,Kishtwar,1058.0,205.0,6.0,1269.0,0.9952718676122931,10878.0,10042.0,20920.0,967.0,4901.0,5868.0,26788.0,11845.0,0.44217560101538,-0.5530962665969131,21.109535066981877
Jammu and Kashmir,Kulgam,970.0,232.0,9.0,1211.0,0.9925681255161024,14367.0,11377.0,25744.0,2329.0,10078.0,12407.0,38151.0,16696.0,0.43762941993656784,-0.5549387055795345,31.50371593724195
Jammu and Kashmir,Kupwara,2392.0,443.0,40.0,2875.0,0.9860869565217392,24776.0,24981.0,49757.0,7740.0,37390.0,45130.0,94887.0,32516.0,0.3426812945925153,-0.6434056619292239,33.00417391304348
Jammu and Kashmir,Leh,163.0,42.0,1.0,206.0,0.9951456310679612,1641.0,923.0,2564.0,291.0,1136.0,1427.0,3991.0,1932.0,0.48408920070157857,-0.5110564303663826,19.37378640776699
Jammu and Kashmir,Poonch,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,0.25,0.25,4.0
Jammu and Kashmir,Pulwama,1738.0,118.0,15.0,1871.0,0.9919828968466061,20582.0,12248.0,32830.0,3432.0,18054.0,21486.0,54316.0,24014.0,0.44211650342440534,-0.5498663934222008,29.030464991982896
Jammu and Kashmir,Punch,2063.0,548.0,17.0,2628.0,0.993531202435312,25883.0,20487.0,46370.0,4052.0,19383.0,23435.0,69805.0,29935.0,0.42883747582551396,-0.564693726609798,26.562024353120243
Jammu and Kashmir,Rajouri,2071.0,594.0,9.0,2674.0,0.9966342557965595,29902.0,25834.0,55736.0,2395.0,13413.0,15808.0,71544.0,32297.0,0.45142849155764286,-0.5452057642389166,26.75542258788332
Jammu and Kashmir,Ramban,1317.0,597.0,6.0,1920.0,0.996875,21848.0,8029.0,29877.0,1857.0,5897.0,7754.0,37631.0,23705.0,0.6299327681964338,-0.3669422318035661,19.599479166666665
Jammu and Kashmir,Reasi,1136.0,570.0,9.0,1715.0,0.9947521865889213,12538.0,10702.0,23240.0,1119.0,7281.0,8400.0,31640.0,13657.0,0.4316371681415929,-0.5631150184473284,18.448979591836736
Jammu and Kashmir,Samba,532.0,47.0,9.0,588.0,0.9846938775510204,6837.0,4388.0,11225.0,628.0,4492.0,5120.0,16345.0,7465.0,0.45671459161823186,-0.5279792859327885,27.797619047619047
Jammu and Kashmir,Shupiyan,537.0,128.0,1.0,666.0,0.9984984984984985,9253.0,6276.0,15529.0,1844.0,6363.0,8207.0,23736.0,11097.0,0.4675176946410516,-0.5309808038574468,35.63963963963964
Jammu and Kashmir,Srinagar,2851.0,270.0,135.0,3256.0,0.9585380835380836,32589.0,40239.0,72828.0,3495.0,36211.0,39706.0,112534.0,36084.0,0.3206497591838911,-0.6378883243541924,34.56203931203931
Jammu and Kashmir,Udhampur,2446.0,349.0,11.0,2806.0,0.9960798289379901,22370.0,23107.0,45477.0,1172.0,15678.0,16850.0,62327.0,23542.0,0.37771752210117604,-0.618362306836814,22.212045616535995
Jammu and Kashmir,punch,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Jammu and Kashmir,udhampur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Bokaro,3505.0,2278.0,17.0,5800.0,0.9970689655172413,45931.0,62498.0,108429.0,4424.0,66249.0,70673.0,179102.0,50355.0,0.2811526392781767,-0.7159163262390646,30.879655172413795
Jharkhand,Bokaro *,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,-0.6666666666666667,1.5
Jharkhand,Chatra,3448.0,2819.0,35.0,6302.0,0.9944462075531577,32491.0,35201.0,67692.0,3989.0,43307.0,47296.0,114988.0,36480.0,0.3172504957038995,-0.6771957118492582,18.246271025071405
Jharkhand,Deoghar,4518.0,3679.0,127.0,8324.0,0.9847429120615089,33194.0,34232.0,67426.0,4022.0,56038.0,60060.0,127486.0,37216.0,0.291922250286306,-0.6928206617752029,15.315473330129745
Jharkhand,Dhanbad,6878.0,4061.0,92.0,11031.0,0.9916598676457257,52546.0,98523.0,151069.0,5776.0,102021.0,107797.0,258866.0,58322.0,0.22529803064133566,-0.76636183700439,23.46713806545191
Jharkhand,Dumka,2743.0,2996.0,86.0,5825.0,0.9852360515021459,36526.0,39686.0,76212.0,4019.0,55639.0,59658.0,135870.0,40545.0,0.2984102450872157,-0.6868258064149302,23.325321888412017
Jharkhand,East Singhbhum,5983.0,2109.0,99.0,8191.0,0.9879135636674399,59424.0,76682.0,136106.0,4140.0,56520.0,60660.0,196766.0,63564.0,0.3230436152587337,-0.6648699484087062,24.022219509217432
Jharkhand,East Singhbum,848.0,546.0,53.0,1447.0,0.9633724948168625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9633724948168625,0.0
Jharkhand,Garhwa,4523.0,1535.0,15.0,6073.0,0.9975300510456118,41415.0,58043.0,99458.0,3459.0,36814.0,40273.0,139731.0,44874.0,0.3211456298172918,-0.67638442122832,23.008562489708545
Jharkhand,Garhwa *,314.0,67.0,0.0,381.0,1.0,535.0,5049.0,5584.0,44.0,2072.0,2116.0,7700.0,579.0,0.07519480519480519,-0.9248051948051949,20.20997375328084
Jharkhand,Giridih,7695.0,6526.0,82.0,14303.0,0.9942669370062225,53614.0,56796.0,110410.0,9740.0,115931.0,125671.0,236081.0,63354.0,0.2683570469457517,-0.7259098900604708,16.505698105292595
Jharkhand,Godda,3238.0,2135.0,17.0,5390.0,0.9968460111317254,44532.0,36402.0,80934.0,3785.0,53892.0,57677.0,138611.0,48317.0,0.34857983854095276,-0.6482661725907727,25.716326530612246
Jharkhand,Gumla,4083.0,2524.0,94.0,6701.0,0.9859722429488136,33578.0,54300.0,87878.0,3800.0,42953.0,46753.0,134631.0,37378.0,0.2776329374364002,-0.7083393055124134,20.09118042083271
Jharkhand,Hazaribag,358.0,208.0,0.0,566.0,1.0,1605.0,6129.0,7734.0,391.0,9335.0,9726.0,17460.0,1996.0,0.1143184421534937,-0.8856815578465063,30.848056537102472
Jharkhand,Hazaribagh,4125.0,2048.0,31.0,6204.0,0.995003223726628,38357.0,36575.0,74932.0,5791.0,60854.0,66645.0,141577.0,44148.0,0.3118303114206404,-0.6831729123059875,22.820277240490007
Jharkhand,Jamtara,3160.0,1274.0,16.0,4450.0,0.9964044943820225,17787.0,21854.0,39641.0,1682.0,31321.0,33003.0,72644.0,19469.0,0.2680056164308133,-0.7283988779512092,16.324494382022472
Jharkhand,Khunti,1426.0,1173.0,45.0,2644.0,0.9829803328290468,15296.0,27659.0,42955.0,1410.0,20011.0,21421.0,64376.0,16706.0,0.2595066484404126,-0.7234736843886342,24.347957639939487
Jharkhand,Kodarma,184.0,126.0,0.0,310.0,1.0,1247.0,3651.0,4898.0,221.0,2782.0,3003.0,7901.0,1468.0,0.18579926591570686,-0.8142007340842932,25.48709677419355
Jharkhand,Koderma,2096.0,1114.0,12.0,3222.0,0.9962756052141527,17953.0,20190.0,38143.0,1672.0,22513.0,24185.0,62328.0,19625.0,0.314866512642793,-0.6814090925713597,19.344506517690874
Jharkhand,Latehar,1675.0,923.0,11.0,2609.0,0.995783825220391,22149.0,21314.0,43463.0,3017.0,35628.0,38645.0,82108.0,25166.0,0.30649875773371654,-0.6892850674866744,31.47106170946723
Jharkhand,Lohardaga,1984.0,919.0,56.0,2959.0,0.98107468739439,13862.0,25334.0,39196.0,1511.0,15908.0,17419.0,56615.0,15373.0,0.2715358120639407,-0.7095388753304492,19.133153092260898
Jharkhand,Pakaur,197.0,100.0,0.0,297.0,1.0,1049.0,1435.0,2484.0,227.0,3451.0,3678.0,6162.0,1276.0,0.20707562479714378,-0.7929243752028562,20.747474747474747
Jharkhand,Pakur,3971.0,2908.0,45.0,6924.0,0.9935008665511266,21113.0,16174.0,37287.0,2790.0,42671.0,45461.0,82748.0,23903.0,0.28886498767341806,-0.7046358788777085,11.950895436164068
Jharkhand,Palamau,220.0,66.0,0.0,286.0,1.0,496.0,2138.0,2634.0,140.0,3546.0,3686.0,6320.0,636.0,0.10063291139240506,-0.899367088607595,22.097902097902097
Jharkhand,Palamu,6548.0,1994.0,64.0,8606.0,0.99256332791076,57189.0,55852.0,113041.0,9410.0,104641.0,114051.0,227092.0,66599.0,0.2932688073556092,-0.6992945205551508,26.387636532651637
Jharkhand,Pashchimi Singhbhum,346.0,252.0,1.0,599.0,0.998330550918197,3615.0,10496.0,14111.0,235.0,8922.0,9157.0,23268.0,3850.0,0.1654632972322503,-0.8328672536859467,38.84474123539232
Jharkhand,Purbi Singhbhum,814.0,172.0,0.0,986.0,1.0,3984.0,16575.0,20559.0,86.0,4780.0,4866.0,25425.0,4070.0,0.16007866273353,-0.83992133726647,25.786004056795132
