date,state,district,age_0_5,age_5_17,age_18_greater,year,month,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_enrolments,total_bio_updates,total_demo_updates,total_updates,update_intensity,bio_intensity,demo_intensity,updates_per_1000,bio_share,demo_share,young_enrol_share,child_enrol_share,adult_enrol_share,child_update_share,update_intensity_zscore,bio_intensity_zscore,demo_intensity_zscore,total_enrolments_mom,total_enrolments_roll3,total_updates_mom,total_updates_roll3,update_intensity_mom,update_intensity_roll3,national_percentile,state_percentile,anomaly_type
2025-11-19,Chhattisgarh,Surguja,99.0,26.0,10.0,26325,143,0.0,0.0,90.0,952.0,135.0,0.0,1042.0,1042.0,7.718518518518518,0.0,7.718518518518518,7718.518518518518,0.0,1.0,0.7333333333333333,0.1925925925925926,0.07407407407407407,0.08637236084452975,5.092146108168686,-0.09352101133482975,7.7850871280543,inf,45.0,539.2638036809816,619.3333333333334,inf,2.5728395061728393,99.43367416882938,97.84728829686014,High Spike
2025-12-29,Chhattisgarh,Surguja,31.0,13.0,0.0,20250,120,0.0,0.0,53.0,504.0,44.0,0.0,557.0,557.0,12.659090909090908,0.0,12.659090909090908,12659.090909090908,0.0,1.0,0.7045454545454546,0.29545454545454547,0.0,0.09515260323159784,8.422649261822158,-0.09352101133482975,12.816857648887517,inf,24.333333333333332,-11.727416798732172,396.0,inf,4.21969696969697,99.77261876060679,98.9058039961941,High Spike
2025-09-02,Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0,0.0,2025,9,1.0,5.0,0.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,0.0,6000.0,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,3.9336707548959615,6.13166422801789,-0.07590768706006815,inf,0.6666666666666666,-40.0,6.0,inf,2.6666666666666665,99.18454753024265,97.0059880239521,High Spike
2025-09-03,Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0,0.0,2025,9,1.0,5.0,0.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,0.0,6000.0,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,3.9336707548959615,6.13166422801789,-0.07590768706006815,inf,0.6666666666666666,0.0,6.0,inf,4.0,99.18454753024265,97.0059880239521,High Spike
2025-09-09,Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0,0.0,2025,9,1.0,4.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,0.0,5000.0,1.0,0.0,1.0,0.0,0.0,0.2,3.2595579415691605,5.094133354792437,-0.07590768706006815,inf,0.3333333333333333,0.0,5.0,inf,1.6666666666666667,98.97465715541816,96.10778443113772,High Spike
2025-11-10,Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0,0.0,2025,11,1.0,5.0,0.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,0.0,6000.0,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,3.9336707548959615,6.13166422801789,-0.07590768706006815,inf,0.3333333333333333,500.0,4.333333333333333,inf,2.0,99.18454753024265,97.0059880239521,High Spike
2025-11-14,Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0,0.0,2025,11,1.0,9.0,0.0,0.0,1.0,10.0,0.0,10.0,10.0,10.0,0.0,10000.0,1.0,0.0,1.0,0.0,0.0,0.1,6.630122008203166,10.281787720919702,-0.07590768706006815,inf,0.3333333333333333,150.0,5.666666666666667,inf,3.3333333333333335,99.64214636544561,98.20359281437125,High Spike
2025-09-05,Dadra And Nagar Haveli,Dadra And Nagar Haveli,2.0,0.0,0.0,4050,18,0.0,0.0,26.0,20.0,2.0,0.0,46.0,46.0,23.0,0.0,23.0,23000.0,0.0,1.0,1.0,0.0,0.0,0.5652173913043478,15.393588581451578,-0.09352101133482975,23.34864979943716,inf,3.0,-81.37651821862349,97.66666666666667,inf,7.666666666666667,99.93310926117643,99.7005988023952,High Spike
2025-09-09,Dadra And Nagar Haveli,Dadra And Nagar Haveli,24.0,1.0,0.0,8100,36,179.0,170.0,0.0,0.0,25.0,349.0,0.0,349.0,13.96,13.96,0.0,13960.0,1.0,0.0,0.96,0.04,0.0,0.5128939828080229,9.299608748977299,14.3904099788925,-0.07590768706006815,inf,8.333333333333334,330.86419753086415,174.0,inf,4.653333333333333,99.82130954575752,99.10179640718563,High Spike
2025-09-12,Dadra And Nagar Haveli,Dadra And Nagar Haveli,17.0,2.0,0.0,8100,36,299.0,181.0,0.0,0.0,19.0,480.0,0.0,480.0,25.263157894736842,25.263157894736842,0.0,25263.157894736843,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.6229166666666667,16.91921231687539,26.11778525962399,-0.07590768706006815,inf,16.333333333333332,-3.420523138832998,325.6666666666667,inf,8.421052631578947,99.94705468022444,100.0,High Spike
2025-09-19,Dadra And Nagar Haveli,Dadra And Nagar Haveli,18.0,1.0,0.0,8100,36,208.0,177.0,0.0,0.0,19.0,385.0,0.0,385.0,20.263157894736842,20.263157894736842,0.0,20263.157894736843,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.5402597402597402,13.548648250241387,20.930130893496724,-0.07590768706006815,inf,6.333333333333333,2306.25,278.0,inf,6.754385964912281,99.91632748571185,99.40119760479041,High Spike
2025-10-28,Dadra And Nagar Haveli,Dadra And Nagar Haveli,4.0,1.0,0.0,6075,30,26.0,29.0,0.0,0.0,5.0,55.0,0.0,55.0,11.0,11.0,0.0,11000.0,1.0,0.0,0.8,0.2,0.0,0.4727272727272727,7.304234821529967,11.319318594145157,-0.07590768706006815,inf,1.6666666666666667,587.5,64.0,inf,3.6666666666666665,99.70005530895011,98.50299401197606,High Spike
2025-11-12,Dadra And Nagar Haveli,Dadra And Nagar Haveli,11.0,0.0,1.0,6075,33,40.0,60.0,0.0,0.0,12.0,100.0,0.0,100.0,8.333333333333334,8.333333333333334,0.0,8333.333333333334,1.0,0.0,0.9166666666666666,0.0,0.08333333333333333,0.4,5.506600652658498,8.552569598877282,-0.07590768706006815,inf,4.0,104.08163265306123,60.333333333333336,inf,2.777777777777778,99.49796491427114,97.90419161676647,High Spike
2025-11-15,Dadra And Nagar Haveli,Dadra And Nagar Haveli,9.0,3.0,0.0,8100,44,22.0,18.0,13.0,17.0,12.0,40.0,30.0,70.0,5.833333333333333,3.3333333333333335,2.5,5833.333333333333,0.5714285714285714,0.42857142857142855,0.75,0.25,0.0,0.5,3.8213186193414943,3.3649152327500147,2.4702398658200653,inf,8.0,-51.388888888888886,71.33333333333333,inf,1.9444444444444444,99.14862034896639,96.40718562874252,High Spike
2025-11-17,Dadra And Nagar Haveli,Dadra And Nagar Haveli,8.0,0.0,0.0,6075,33,0.0,0.0,5.0,45.0,8.0,0.0,50.0,50.0,6.25,0.0,6.25,6250.0,0.0,1.0,1.0,0.0,0.0,0.1,4.102198958227662,-0.09352101133482975,6.289461195140266,inf,6.0,-24.242424242424242,38.666666666666664,inf,2.0833333333333335,99.23111104808096,97.60479041916167,High Spike
2025-12-26,Dadra And Nagar Haveli,Dadra And Nagar Haveli,11.0,2.0,0.0,8100,48,46.0,124.0,0.0,0.0,13.0,170.0,0.0,170.0,13.076923076923077,13.076923076923077,0.0,13076.923076923076,1.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.27058823529411763,8.704315279977939,13.474190407767251,-0.07590768706006815,inf,4.333333333333333,962.5,135.0,inf,4.358974358974359,99.79672779014744,98.80239520958084,High Spike
2025-09-01,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,0.0,1.0,0.0,2025,9,0.0,0.0,4.0,20.0,1.0,0.0,24.0,24.0,24.0,0.0,24.0,24000.0,0.0,1.0,0.0,1.0,0.0,0.16666666666666666,16.06770139477838,-0.09352101133482975,24.367108820589213,inf,0.3333333333333333,-92.54658385093167,195.0,inf,8.0,99.93949106311366,99.609375,High Spike
2025-09-05,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,0.0,0.0,1.0,2025,9,1.0,4.0,0.0,5.0,1.0,5.0,5.0,10.0,10.0,5.0,5.0,10000.0,0.5,0.5,0.0,0.0,1.0,0.1,6.630122008203166,5.094133354792437,5.0163874187002,inf,1.3333333333333333,-61.53846153846154,14.333333333333334,inf,4.111111111111112,99.64214636544561,98.30729166666666,High Spike
2025-09-14,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,9,4.0,1.0,0.0,7.0,1.0,5.0,7.0,12.0,12.0,5.0,7.0,12000.0,0.4166666666666667,0.5833333333333334,1.0,0.0,0.0,0.3333333333333333,7.978347634856768,5.094133354792437,7.053305461004306,inf,0.3333333333333333,-14.28571428571429,10.0,inf,4.0,99.74567337464958,98.95833333333334,High Spike
2025-09-16,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,9,0.0,0.0,1.0,23.0,1.0,0.0,24.0,24.0,24.0,0.0,24.0,24000.0,0.0,1.0,1.0,0.0,0.0,0.041666666666666664,16.06770139477838,-0.09352101133482975,24.367108820589213,inf,0.3333333333333333,-14.28571428571429,20.333333333333332,inf,8.0,99.93949106311366,99.609375,High Spike
2025-09-20,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,9,1.0,4.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,0.0,5000.0,1.0,0.0,1.0,0.0,0.0,0.2,3.2595579415691605,5.094133354792437,-0.07590768706006815,inf,1.6666666666666667,-75.0,10.666666666666666,inf,2.25,98.97465715541816,97.265625,High Spike
2025-10-27,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,10,0.0,3.0,1.0,2.0,1.0,3.0,3.0,6.0,6.0,3.0,3.0,6000.0,0.5,0.5,1.0,0.0,0.0,0.16666666666666666,3.9336707548959615,3.01907160834153,2.979469376396092,inf,0.3333333333333333,-40.0,7.666666666666667,inf,2.0,99.18454753024265,97.65625,High Spike
2025-11-12,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,11,2.0,3.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,0.0,5000.0,1.0,0.0,1.0,0.0,0.0,0.4,3.2595579415691605,5.094133354792437,-0.07590768706006815,inf,0.3333333333333333,-50.0,6.333333333333333,inf,1.6666666666666667,98.97465715541816,97.265625,High Spike
2025-11-13,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1.0,0.0,0.0,2025,11,2.0,3.0,1.0,19.0,1.0,5.0,20.0,25.0,25.0,5.0,20.0,25000.0,0.2,0.8,1.0,0.0,0.0,0.12,16.74181420810518,5.094133354792437,20.293272735981,inf,0.6666666666666666,4.166666666666674,18.0,inf,10.0,99.94563650201617,100.0,High Spike
2025-09-13,Dadra And Nagar Haveli And Daman And Diu,Daman,1.0,0.0,0.0,2025,9,1.0,0.0,1.0,10.0,1.0,1.0,11.0,12.0,12.0,1.0,11.0,12000.0,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,0.16666666666666666,7.978347634856768,0.9440098618906236,11.12714154561252,inf,0.3333333333333333,-36.8421052631579,14.0,inf,4.0,99.74567337464958,98.95833333333334,High Spike
2025-10-19,Dadra And Nagar Haveli And Daman And Diu,Daman,1.0,0.0,0.0,2025,10,0.0,0.0,2.0,8.0,1.0,0.0,10.0,10.0,10.0,0.0,10.0,10000.0,0.0,1.0,1.0,0.0,0.0,0.2,6.630122008203166,-0.09352101133482975,10.108682524460466,-50.0,1.0,400.0,10.333333333333334,900.0,3.6666666666666665,99.64214636544561,98.30729166666666,High Spike
2025-11-11,Dadra And Nagar Haveli And Daman And Diu,Daman,1.0,0.0,0.0,2025,11,0.0,1.0,0.0,11.0,1.0,1.0,11.0,12.0,12.0,1.0,11.0,12000.0,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,0.0,7.978347634856768,0.9440098618906236,11.12714154561252,inf,1.0,-14.28571428571429,9.0,inf,4.166666666666667,99.74567337464958,98.95833333333334,High Spike
2025-11-18,Dadra And Nagar Haveli And Daman And Diu,Daman,1.0,0.0,0.0,2025,11,0.0,1.0,1.0,5.0,1.0,1.0,6.0,7.0,7.0,1.0,6.0,7000.0,0.14285714285714285,0.8571428571428571,1.0,0.0,0.0,0.14285714285714285,4.607783568222763,0.9440098618906236,6.034846439852253,-50.0,1.0,133.33333333333334,7.666666666666667,366.6666666666667,2.8333333333333335,99.34645620902056,97.91666666666666,High Spike
2025-09-17,Daman And Diu,Daman,2.0,0.0,0.0,2025,9,0.0,0.0,2.0,12.0,2.0,0.0,14.0,14.0,7.0,0.0,7.0,7000.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,4.607783568222763,-0.09352101133482975,7.053305461004306,inf,0.6666666666666666,-66.66666666666667,24.666666666666668,inf,2.3333333333333335,99.34645620902056,99.86111111111111,High Spike
2025-11-02,Daman And Diu,Daman,2.0,1.0,0.0,6075,33,8.0,9.0,0.0,0.0,3.0,17.0,0.0,17.0,5.666666666666667,5.666666666666667,0.0,5666.666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.47058823529411764,3.708966483787028,5.785820603609405,-0.07590768706006815,inf,1.0,-84.82142857142857,59.666666666666664,inf,1.888888888888889,99.11978405873148,99.44444444444444,High Spike
2025-11-09,Daman And Diu,Daman,0.0,1.0,0.0,2025,11,2.0,0.0,4.0,1.0,1.0,2.0,5.0,7.0,7.0,2.0,5.0,7000.0,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8571428571428571,4.607783568222763,1.981540735116077,5.0163874187002,inf,0.3333333333333333,-46.15384615384615,10.333333333333334,inf,2.3333333333333335,99.34645620902056,99.86111111111111,High Spike
2025-09-11,Delhi,Central Delhi,21.0,7.0,1.0,16200,72,0.0,0.0,37.0,190.0,29.0,0.0,227.0,227.0,7.827586206896552,0.0,7.827586206896552,7827.586206896552,0.0,1.0,0.7241379310344828,0.2413793103448276,0.034482758620689655,0.16299559471365638,5.165670034424253,-0.09352101133482975,7.896168099199109,inf,9.666666666666666,-24.83443708609272,266.6666666666667,inf,2.6091954022988504,99.44218323807902,96.42857142857143,High Spike
2025-09-13,Delhi,Central Delhi,23.0,2.0,0.0,20250,90,106.0,58.0,15.0,97.0,25.0,164.0,112.0,276.0,11.04,6.56,4.48,11040.0,0.5942028985507246,0.4057971014492754,0.92,0.08,0.0,0.4384057971014493,7.331199334063038,6.712681517024143,4.486788727701132,inf,21.666666666666668,6.153846153846154,178.66666666666666,inf,3.6799999999999997,99.70785528909562,98.30827067669173,High Spike
2025-09-15,Delhi,Central Delhi,32.0,8.0,4.0,16200,72,125.0,128.0,0.0,0.0,44.0,253.0,0.0,253.0,5.75,5.75,0.0,5750.0,1.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.49407114624505927,3.7651425515642614,5.872281509711526,-0.07590768706006815,inf,14.666666666666666,261.42857142857144,124.66666666666667,inf,1.9166666666666667,99.1334931147448,94.58646616541353,High Spike
2025-09-17,Delhi,Central Delhi,20.0,10.0,0.0,16200,72,119.0,150.0,0.0,0.0,30.0,269.0,0.0,269.0,8.966666666666667,8.966666666666667,0.0,8966.666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.4423791821561338,5.933538767765471,9.209672485253401,-0.07590768706006815,inf,10.0,-9.427609427609429,278.0,inf,2.988888888888889,99.54831024066483,97.29323308270676,High Spike
2025-10-28,Delhi,Central Delhi,14.0,5.0,1.0,12150,60,0.0,0.0,3.0,93.0,20.0,0.0,96.0,96.0,4.8,0.0,4.8,4800.0,0.0,1.0,0.7,0.25,0.05,0.03125,3.1247353789038,-0.09352101133482975,4.8126956144697886,inf,6.666666666666667,-51.75879396984925,132.0,inf,1.5999999999999999,98.91273004032354,93.45864661654136,High Spike
2025-11-12,Delhi,Central Delhi,15.0,4.0,1.0,14175,77,0.0,0.0,10.0,140.0,20.0,0.0,150.0,150.0,7.5,0.0,7.5,7500.0,0.0,1.0,0.75,0.2,0.05,0.06666666666666667,4.944839974886163,-0.09352101133482975,7.562534971580333,inf,16.333333333333332,-59.34959349593496,173.0,inf,2.5,99.41500148908712,96.33458646616542,High Spike
2025-11-15,Delhi,Central Delhi,47.0,17.0,1.0,18225,99,55.0,54.0,9.0,194.0,65.0,109.0,203.0,312.0,4.8,1.676923076923077,3.123076923076923,4800.0,0.34935897435897434,0.6506410256410257,0.7230769230769231,0.26153846153846155,0.015384615384615385,0.20512820512820512,3.1247353789038,1.6463384529970844,3.104818178999422,inf,31.666666666666668,43.77880184331797,176.33333333333334,inf,1.5999999999999999,98.91273004032354,93.45864661654136,High Spike
2025-09-02,Delhi,East Delhi,86.0,19.0,0.0,18225,81,0.0,0.0,85.0,539.0,105.0,0.0,624.0,624.0,5.942857142857143,0.0,5.942857142857143,5942.857142857143,0.0,1.0,0.819047619047619,0.18095238095238095,0.0,0.1362179487179487,3.8951500227058586,-0.09352101133482975,5.976648781500707,inf,35.0,6.1224489795918435,655.6666666666666,inf,1.980952380952381,99.1663475765698,94.83082706766918,High Spike
2025-09-03,Delhi,East Delhi,65.0,17.0,1.0,16200,72,275.0,246.0,0.0,0.0,83.0,521.0,0.0,521.0,6.27710843373494,6.27710843373494,0.0,6277.108433734939,1.0,0.0,0.7831325301204819,0.20481927710843373,0.012048192771084338,0.527831094049904,4.120473100757605,6.4191727832490395,-0.07590768706006815,-20.952380952380956,62.666666666666664,-16.506410256410252,577.6666666666666,5.624420759962923,4.073321858864028,99.23607467180993,95.15037593984962,High Spike
2025-09-07,Delhi,East Delhi,40.0,8.0,0.0,16200,72,139.0,122.0,33.0,186.0,48.0,261.0,219.0,480.0,10.0,5.4375,4.5625,10000.0,0.54375,0.45625,0.8333333333333334,0.16666666666666666,0.0,0.35833333333333334,6.630122008203166,5.5480531118285725,4.570811596946176,inf,16.0,-34.42622950819673,591.3333333333334,inf,3.3333333333333335,99.64214636544561,97.93233082706767,High Spike
2025-09-10,Delhi,East Delhi,74.0,24.0,2.0,16200,72,260.0,280.0,0.0,0.0,100.0,540.0,0.0,540.0,5.4,5.4,0.0,5400.0,1.0,0.0,0.74,0.24,0.02,0.48148148148148145,3.529203066899881,5.509145704082618,-0.07590768706006815,inf,33.333333333333336,-23.512747875354112,613.0,inf,1.8,99.06778419109479,94.28571428571428,High Spike
2025-09-11,Delhi,East Delhi,66.0,14.0,3.0,16200,72,309.0,301.0,74.0,465.0,83.0,610.0,539.0,1149.0,13.843373493975903,7.349397590361446,6.493975903614458,13843.373493975903,0.5308964316797214,0.4691035683202785,0.7951807228915663,0.1686746987951807,0.03614457831325301,0.3333333333333333,9.22098932689292,7.531705888273923,6.537940655120135,inf,61.0,87.43882544861337,767.3333333333334,inf,6.414457831325301,99.81658228506328,99.09774436090225,High Spike
2025-09-15,Delhi,East Delhi,62.0,21.0,2.0,18225,81,317.0,319.0,75.0,480.0,85.0,636.0,555.0,1191.0,14.011764705882353,7.482352941176471,6.529411764705882,14011.764705882353,0.5340050377833753,0.4659949622166247,0.7294117647058823,0.24705882352941178,0.023529411764705882,0.32913518052057095,9.334504000490686,7.669651169505032,6.574030627520987,inf,28.333333333333332,459.1549295774648,548.0,inf,4.670588235294118,99.82981861500716,99.24812030075188,High Spike
2025-09-17,Delhi,East Delhi,76.0,23.0,0.0,18225,81,261.0,310.0,0.0,0.0,99.0,571.0,0.0,571.0,5.767676767676767,5.767676767676767,0.0,5767.676767676768,1.0,0.0,0.7676767676767676,0.23232323232323232,0.0,0.45709281961471104,3.777058687153371,5.8906217019150064,-0.07590768706006815,inf,60.333333333333336,68.93491124260356,303.0,inf,1.9225589225589224,99.1353840190225,94.62406015037594,High Spike
2025-09-18,Delhi,East Delhi,50.0,18.0,2.0,18225,81,278.0,306.0,0.0,0.0,70.0,584.0,0.0,584.0,8.342857142857143,8.342857142857143,0.0,8342.857142857143,1.0,0.0,0.7142857142857143,0.2571428571428571,0.02857142857142857,0.476027397260274,5.513020774690181,8.562450845288952,-0.07590768706006815,-29.292929292929294,56.333333333333336,2.2767075306479923,497.6666666666667,44.64848636477361,4.703511303511303,99.50032854461826,96.9172932330827,High Spike
2025-10-25,Delhi,East Delhi,45.0,8.0,0.0,14175,70,119.0,138.0,0.0,0.0,53.0,257.0,0.0,257.0,4.849056603773585,4.849056603773585,0.0,4849.056603773585,1.0,0.0,0.8490566037735849,0.1509433962264151,0.0,0.46303501945525294,3.1578050640858697,4.937524921098029,-0.07590768706006815,inf,17.666666666666668,6.198347107438007,436.0,inf,1.6163522012578617,98.92833000061454,93.64661654135338,High Spike
2025-11-05,Delhi,East Delhi,65.0,21.0,0.0,14175,77,0.0,0.0,41.0,393.0,86.0,0.0,434.0,434.0,5.046511627906977,0.0,5.046511627906977,5046.511627906977,0.0,1.0,0.7558139534883721,0.2441860465116279,0.0,0.0944700460829493,3.290912025909942,-0.09352101133482975,5.063757605730528,inf,28.666666666666668,-44.783715012722645,503.6666666666667,inf,1.682170542635659,98.99971163709765,93.87218045112782,High Spike
2025-11-07,Delhi,East Delhi,28.0,6.0,0.0,16200,88,253.0,223.0,0.0,0.0,34.0,476.0,0.0,476.0,14.0,14.0,0.0,14000.0,1.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.5315126050420168,9.32657326151037,14.431911213821516,-0.07590768706006815,inf,11.333333333333334,-50.62240663900415,714.6666666666666,inf,4.666666666666667,99.82603680645177,99.17293233082707,High Spike
2025-11-13,Delhi,East Delhi,38.0,18.0,4.0,14175,77,177.0,179.0,0.0,0.0,60.0,356.0,0.0,356.0,5.933333333333334,5.933333333333334,0.0,5933.333333333334,1.0,0.0,0.6333333333333333,0.3,0.06666666666666667,0.49719101123595505,3.888729900674175,6.062495503136193,-0.07590768706006815,inf,20.0,-3.5230352303523005,386.3333333333333,inf,1.9777777777777779,99.16303849408384,94.77443609022556,High Spike
2025-12-27,Delhi,East Delhi,79.0,22.0,0.0,22275,132,635.0,474.0,0.0,0.0,101.0,1109.0,0.0,1109.0,10.98019801980198,10.98019801980198,0.0,10980.198019801981,1.0,0.0,0.7821782178217822,0.21782178217821782,0.0,0.5725879170423805,7.290886052949238,11.298773428338711,-0.07590768706006815,62.90322580645162,54.333333333333336,inf,581.3333333333334,inf,3.66006600660066,99.69509168522116,98.23308270676692,High Spike
2025-12-29,Delhi,East Delhi,46.0,14.0,0.0,16200,96,0.0,0.0,37.0,492.0,60.0,0.0,529.0,529.0,8.816666666666666,0.0,8.816666666666666,8816.666666666666,0.0,1.0,0.7666666666666667,0.23333333333333334,0.0,0.06994328922495274,5.832421845766451,-0.09352101133482975,8.903506016097204,inf,20.0,-25.70224719101124,505.3333333333333,inf,2.9388888888888887,99.53861935624164,97.18045112781954,High Spike
2025-09-03,Delhi,Najafgarh,1.0,0.0,0.0,2025,9,1.0,4.0,0.0,2.0,1.0,5.0,2.0,7.0,7.0,5.0,2.0,7000.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,0.14285714285714285,4.607783568222763,5.094133354792437,1.9610103552440385,inf,0.6666666666666666,-12.5,6.0,inf,3.3333333333333335,99.34645620902056,95.92105263157895,High Spike
2025-09-13,Delhi,Najafgarh,0.0,1.0,0.0,2025,9,0.0,3.0,1.0,4.0,1.0,3.0,5.0,8.0,8.0,3.0,5.0,8000.0,0.375,0.625,0.0,1.0,0.0,0.125,5.281896381549564,3.01907160834153,5.0163874187002,-50.0,1.0,-11.111111111111116,9.666666666666666,77.77777777777777,4.166666666666667,99.46251045906429,96.52255639097744,High Spike
2025-09-15,Delhi,Najafgarh,1.0,0.0,0.0,2025,9,0.0,3.0,0.0,4.0,1.0,3.0,4.0,7.0,7.0,3.0,4.0,7000.0,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,4.607783568222763,3.01907160834153,3.9979283975481454,0.0,1.3333333333333333,-12.5,8.0,-12.5,6.5,99.34645620902056,95.92105263157895,High Spike
2025-11-07,Delhi,Najafgarh,1.0,0.0,0.0,2025,11,0.0,3.0,0.0,3.0,1.0,3.0,3.0,6.0,6.0,3.0,3.0,6000.0,0.5,0.5,1.0,0.0,0.0,0.0,3.9336707548959615,3.01907160834153,2.979469376396092,inf,1.0,0.0,5.333333333333333,inf,2.6666666666666665,99.18454753024265,94.92481203007519,High Spike
2025-11-16,Delhi,Najafgarh,0.0,1.0,0.0,2025,11,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,0.0,5000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.2595579415691605,5.094133354792437,-0.07590768706006815,inf,0.6666666666666666,25.0,3.6666666666666665,inf,2.3333333333333335,98.97465715541816,93.796992481203,High Spike
2025-11-25,Delhi,Najafgarh,0.0,1.0,0.0,2025,11,1.0,3.0,0.0,3.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,7000.0,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,0.14285714285714285,4.607783568222763,4.056602481566983,2.979469376396092,0.0,0.6666666666666666,133.33333333333334,6.0,133.33333333333334,3.3333333333333335,99.34645620902056,95.92105263157895,High Spike
2025-09-06,Delhi,New Delhi,0.0,3.0,0.0,4050,18,0.0,0.0,0.0,18.0,3.0,0.0,18.0,18.0,6.0,0.0,6.0,6000.0,0.0,1.0,0.0,1.0,0.0,0.0,3.9336707548959615,-0.09352101133482975,6.034846439852253,inf,1.0,200.0,8.333333333333334,inf,2.0,99.18454753024265,94.92481203007519,High Spike
2025-09-09,Delhi,New Delhi,4.0,0.0,0.0,4050,18,11.0,10.0,0.0,0.0,4.0,21.0,0.0,21.0,5.25,5.25,0.0,5250.0,1.0,0.0,1.0,0.0,0.0,0.5238095238095238,3.4280861449008606,5.3535160730988,-0.07590768706006815,inf,1.3333333333333333,-69.11764705882352,37.333333333333336,inf,1.75,99.03682063354748,94.09774436090225,High Spike
2025-09-12,Delhi,New Delhi,2.0,2.0,0.0,4050,18,20.0,8.0,0.0,0.0,4.0,28.0,0.0,28.0,7.0,7.0,0.0,7000.0,1.0,0.0,0.5,0.5,0.0,0.7142857142857143,4.607783568222763,7.169195101243343,-0.07590768706006815,inf,3.0,0.0,25.0,inf,3.6,99.34645620902056,95.92105263157895,High Spike
2025-10-31,Delhi,New Delhi,3.0,0.0,1.0,4050,20,0.0,0.0,2.0,26.0,4.0,0.0,28.0,28.0,7.0,0.0,7.0,7000.0,0.0,1.0,0.75,0.0,0.25,0.07142857142857142,4.607783568222763,-0.09352101133482975,7.053305461004306,0.0,2.6666666666666665,300.0,17.666666666666668,300.0,2.9166666666666665,99.34645620902056,95.92105263157895,High Spike
2025-11-10,Delhi,New Delhi,4.0,0.0,0.0,4050,22,0.0,0.0,1.0,27.0,4.0,0.0,28.0,28.0,7.0,0.0,7.0,7000.0,0.0,1.0,1.0,0.0,0.0,0.03571428571428571,4.607783568222763,-0.09352101133482975,7.053305461004306,inf,1.3333333333333333,16.666666666666675,20.0,inf,2.3333333333333335,99.34645620902056,95.92105263157895,High Spike
2025-11-13,Delhi,New Delhi,1.0,2.0,0.0,4050,22,8.0,6.0,0.0,0.0,3.0,14.0,0.0,14.0,4.666666666666667,4.666666666666667,0.0,4666.666666666667,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5714285714285714,3.034853670460227,4.748289730383952,-0.07590768706006815,inf,1.0,7.692307692307687,19.0,inf,1.5555555555555556,98.8829482979498,93.27067669172932,High Spike
