date,year,month,day_of_week,is_weekend,state,district,bio_age_5_17,bio_age_17_,total_bio,active_pincodes,minor_share,zscore,anomaly_type
2025-04-01,2025,4,Tuesday,False,Gujarat,Anand,6004,7883,13887,59,0.4323467991646864,3.948204642335144,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Banaskantha,5649,7714,13363,27,0.42273441592456784,3.7888002687392506,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Bhavnagar,7718,9386,17104,43,0.4512394761459308,4.926837981758786,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Dahod,7920,8011,15931,15,0.49714393321197664,4.570003382087063,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Junagadh,3163,8036,11199,46,0.2824359317796232,3.1304967106065926,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Kachchh,9160,7044,16204,52,0.5652925203653419,4.653051843903244,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Kheda,5900,7903,13803,51,0.4274433094254872,3.9226512694686266,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Rajkot,8682,10776,19458,51,0.4461917977181622,5.642940835660947,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Surat,17298,20133,37431,68,0.4621303197884107,11.110450008636116,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Surendra Nagar,5561,6110,11671,32,0.4764801645103247,3.2740823295708323,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Vadodara,6897,14900,21797,71,0.3164196907831353,6.354480587265516,High Spike
2025-04-01,2025,4,Tuesday,False,Gujarat,Valsad,4813,5971,10784,34,0.4463093471810089,3.004250880373204,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Ambala,4249,6898,11147,19,0.3811787925002243,3.114677955974939,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Bhiwani,4533,7663,12196,26,0.3716792390947852,3.433790909986565,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Faridabad,6769,8256,15025,14,0.45051580698835275,4.294392003312485,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Hisar,6989,8277,15266,18,0.45781475173588365,4.367705846893802,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Jind,4833,7701,12534,11,0.38559119195787456,3.536612815092313,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Karnal,4570,9626,14196,15,0.32192166807551426,4.042204549665547,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Kurukshetra,3786,7221,11007,12,0.34396293267920414,3.0720890011974107,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Panipat,4142,6815,10957,12,0.37802318152779046,3.056878660205436,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Rohtak,3730,7672,11402,17,0.327135590247325,3.1922506950340095,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Sirsa,5800,6490,12290,14,0.47192839707078926,3.462386351051477,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Sonipat,4858,7654,12512,21,0.38826726342711,3.529920265055844,High Spike
2025-04-01,2025,4,Tuesday,False,Haryana,Yamuna Nagar,4556,7155,11711,14,0.3890359491076765,3.286250602364412,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Bokaro,9457,11093,20550,36,0.46019464720194647,5.97513468292567,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Chatra,5480,5540,11020,7,0.49727767695099817,3.076043689855324,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Deoghar,6707,5891,12598,16,0.5323860930306398,3.5560820515620404,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Dhanbad,12152,17659,29811,50,0.40763476569051693,8.792394041459195,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Dumka,9051,8197,17248,20,0.5247564935064936,4.970643763815673,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,East Singhbhum,12370,12771,25141,27,0.49202497911777576,7.371748192808773,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Garhwa,8111,8987,17098,11,0.474382968768277,4.925012740839749,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Giridih,11780,10036,21816,19,0.5399706637330399,6.360260516842466,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Godda,11029,6501,17530,12,0.6291500285225328,5.056430087010408,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Gumla,6495,8916,15411,18,0.4214522094607748,4.411815835770528,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Hazaribagh,7363,5568,12931,24,0.5694068517516047,3.657382922568591,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Palamu,11222,9237,20459,17,0.548511657461264,5.947451862320277,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Ranchi,12941,20668,33609,31,0.3850456722901604,9.94777154320958,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Sahebganj,7053,4197,11250,12,0.6269333333333333,3.146011258418407,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Seraikela-Kharsawan,6863,7058,13921,15,0.4929961928022412,3.9585476742096866,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,Simdega,4995,7629,12624,7,0.39567490494296575,3.563991428877867,High Spike
2025-04-01,2025,4,Tuesday,False,Jharkhand,West Singhbhum,13773,11613,25386,18,0.5425431340108722,7.446278863669448,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Bangalore,6802,17694,24496,97,0.27767798824297846,7.175534794012301,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Belgaum,4332,7869,12201,95,0.3550528645193017,3.4353119440857625,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Bengaluru,19925,19444,39369,109,0.5061088673829663,11.700002825485049,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Davangere,4914,5901,10815,39,0.45436893203883494,3.0136812917882283,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Dharwad,5194,5962,11156,37,0.46557906059519544,3.1174158173534945,High Spike
2025-04-01,2025,4,Tuesday,False,Karnataka,Raichur,4661,6869,11530,30,0.40424978317432786,3.231189167973464,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Ernakulam,6706,9970,16676,119,0.4021348045094747,4.7966374628674835,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Kannur,5967,7398,13365,92,0.44646464646464645,3.7894086823789297,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Kollam,6100,8828,14928,110,0.40862808145766344,4.264883941788054,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Kozhikode,6503,7656,14159,85,0.45928384772935943,4.030948897331485,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Malappuram,12171,13850,26021,100,0.46773759655662733,7.639450194267525,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Palakkad,7877,10415,18292,131,0.43062541001530724,5.2882356837281,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Thiruvananthapuram,7483,11402,18885,116,0.3962404024357956,5.468630327892918,High Spike
2025-04-01,2025,4,Tuesday,False,Kerala,Thrissur,7513,8428,15941,150,0.4713004202998557,4.573045450285458,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Anuppur,6943,5528,12471,13,0.5567316173522573,3.517447785442425,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Ashok Nagar,8644,3800,12444,7,0.6946319511411122,3.5092342013067586,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Balaghat,11048,7463,18511,20,0.5968343147317811,5.354856977272949,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Barwani,15662,11872,27534,9,0.5688239994189003,8.099715112684674,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Betul,11062,11031,22093,21,0.5007015796858734,6.444525805938005,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Bhopal,11729,9688,21417,28,0.5476490638278003,6.238881995726509,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Chhatarpur,14269,9000,23269,20,0.613219304654261,6.802273026069246,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Chhindwara,8906,9286,18192,26,0.48955584872471414,5.257815001744151,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Damoh,18109,8967,27076,12,0.6688210961737332,7.9603883891981875,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Dewas,6769,7532,14301,13,0.4733235438081253,4.074146265748693,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Dhar,10072,9703,19775,17,0.5093299620733249,5.7393743975500655,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Dindori,7309,4827,12136,8,0.6022577455504284,3.415538500796196,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Guna,11724,5429,17153,14,0.6834955984375911,4.941744115930921,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Gwalior,10154,6546,16700,18,0.6080239520958084,4.803938426543631,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Hoshangabad,8610,6927,15537,16,0.5541610349488318,4.450145895070304,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Indore,14574,12400,26974,29,0.5402980648031438,7.929359293574559,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Jabalpur,10507,8228,18735,25,0.5608219909260742,5.422999304916995,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Jhabua,7489,6260,13749,8,0.5446941595752418,3.906224101197294,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Katni,5161,6243,11404,14,0.45256050508593476,3.192859108673688,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Khargone,14061,10969,25030,19,0.5617658809428686,7.3379812358065895,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Mandsaur,6308,5411,11719,18,0.5382711835480843,3.288684256923128,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Morena,13836,6276,20112,12,0.6879474940334129,5.8418920958359735,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Panna,11063,6229,17292,11,0.6397756187832524,4.98402886388861,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Raisen,12132,5580,17712,17,0.6849593495934959,5.111795728221196,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Rajgarh,14937,11041,25978,14,0.5749865270613597,7.626369301014426,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Ratlam,8712,5505,14217,13,0.6127875079130618,4.0485928928821755,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Rewa,21559,8159,29718,29,0.725452587657312,8.764102807214122,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Sagar,17815,10875,28690,25,0.6209480655280586,8.451378196419126,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Satna,14637,7737,22374,25,0.6541968356127649,6.530007922312902,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Sehore,7883,8009,15892,18,0.49603574125346084,4.558139316113323,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Seoni,7581,4981,12562,16,0.6034867059385448,3.5451306060478185,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Shahdol,6560,6310,12870,13,0.5097125097125097,3.6388263065583817,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Shajapur,10065,7725,17790,20,0.5657672849915683,5.135523860168676,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Shivpuri,9941,5513,15454,17,0.6432638799016436,4.424896729023626,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Sidhi,16891,5313,22204,9,0.760718789407314,6.478292762940188,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Singrauli,17686,4659,22345,10,0.7914969791899754,6.521185924537557,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Tikamgarh,18725,9641,28366,17,0.6601212719452866,8.35281518679113,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Ujjain,8884,5904,14788,22,0.6007573708412226,4.2222949870105255,High Spike
2025-04-01,2025,4,Tuesday,False,Madhya Pradesh,Vidisha,8486,5753,14239,12,0.5959688180349744,4.0552854429186445,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Ahmadnagar,9904,19453,29357,86,0.33736417208842867,8.654284145252065,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Akola,3998,13294,17292,26,0.23120518158686099,4.98402886388861,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Amravati,7506,23036,30542,41,0.2457599371357475,9.014769226761862,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Aurangabad,8187,18109,26296,38,0.3113401277760876,7.723107069723384,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Beed,8445,18130,26575,26,0.3177798682972719,7.807980772458603,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Bhandara,2722,8462,11184,20,0.24338340486409155,3.1259336083090004,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Buldhana,4721,11245,15966,30,0.2956908430414631,4.580650620781445,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Chandrapur,5339,13857,19196,32,0.2781308605959575,5.563238648863,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Dhule,5882,14299,20181,25,0.29146226648828105,5.862882366404898,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Jalgaon,12325,25017,37342,61,0.3300573081248996,11.0833756016704,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Jalna,4561,10514,15075,22,0.30255389718076287,4.309602344304459,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Kolhapur,15200,16393,31593,77,0.4811192352736366,9.334490594413166,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Latur,8274,21319,29593,24,0.27959314702801336,8.726076954734186,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Mumbai,10735,29324,40059,83,0.26797972989839985,11.909905531174298,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Mumbai Suburban,9528,9391,18919,54,0.5036206987684338,5.478973359767461,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Nagpur,10872,28643,39515,64,0.2751360242945717,11.744417021181615,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Nanded,11868,18508,30376,42,0.3907031867263629,8.964270894668507,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Nandurbar,5673,11344,17017,20,0.3333725098430981,4.90037198843275,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Nashik,13708,30777,44485,75,0.3081488142070361,13.256324915783884,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Osmanabad,5880,9950,15830,25,0.37144662034112447,4.539278493283274,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Palghar,5873,6864,12737,37,0.46109758969930126,3.5983667995197295,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Parbhani,6180,9983,16163,17,0.3823547608736002,4.640579364289825,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Pune,27254,36621,63875,141,0.4266771037181996,19.15489515247161,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Raigarh,4740,7673,12413,52,0.38185772979940386,3.4998037898917347,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Sangli,6695,13066,19761,65,0.3387986437933303,5.735115502072312,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Satara,8214,10932,19146,76,0.4290191162644939,5.548028307871025,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Solapur,11972,20928,32900,70,0.3638905775075988,9.732088907943382,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Thane,16028,36209,52237,66,0.3068323219174149,15.614536183179617,High Spike
2025-04-01,2025,4,Tuesday,False,Maharashtra,Yavatmal,7446,20110,27556,33,0.27021338365510233,8.106407662721143,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Balangir,5867,6316,12183,28,0.48157268324714764,3.4298362213286517,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Baleswar,6590,6189,12779,49,0.515689803584005,3.6111434859529883,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Bhadrak,5785,6223,12008,38,0.4817621585609594,3.3766000278567407,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Cuttack,6227,9905,16132,57,0.3860029754525167,4.631148952874801,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Ganjam,10345,11619,21964,77,0.47099799672190856,6.405283126178711,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Kalahandi,4833,7521,12354,25,0.39120932491500726,3.4818555875212045,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Kendujhar,5511,7609,13120,42,0.42004573170731707,3.7148780115182545,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Khorda,5312,6895,12207,55,0.43516015400999425,3.4371371850047994,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Koraput,5205,6716,11921,29,0.43662444425803204,3.350134034530705,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Mayurbhanj,9393,11771,21164,67,0.44381969381969383,6.161917670307118,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Nabarangapur,6437,6560,12997,15,0.4952681388012618,3.677460572677997,High Spike
2025-04-01,2025,4,Tuesday,False,Odisha,Sundergarh,5152,5954,11106,56,0.4638933909598415,3.10220547636152,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Amritsar,7813,13981,21794,35,0.358493163255942,6.353567966805997,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Gurdaspur,5242,10128,15370,29,0.3410540013012362,4.399343356157109,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Hoshiarpur,3760,7474,11234,49,0.33469823749332384,3.1411439493009747,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Jalandhar,6195,12489,18684,68,0.33156711624919716,5.4074847571051805,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Ludhiana,10346,14080,24426,71,0.4235650536313764,7.154240316623537,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Patiala,5447,7618,13065,21,0.41691542288557215,3.6981466364270825,High Spike
2025-04-01,2025,4,Tuesday,False,Punjab,Tarn Taran,3566,8012,11578,27,0.3079979271031266,3.24579109532576,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Ajmer,5509,7665,13174,52,0.4181721572794899,3.731305179789587,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Alwar,8463,11534,19997,46,0.42321348202230336,5.806908311554432,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Barmer,7900,9457,17357,27,0.4551477789940658,5.0038023071781765,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Bharatpur,4285,7395,11680,32,0.3668664383561644,3.2768201909493877,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Bikaner,5120,8366,13486,26,0.37965297345395227,3.826217707579508,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Churu,5149,7988,13137,25,0.39194641090051,3.720049527455526,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Jaipur,14715,25717,40432,76,0.36394440047487137,12.023374674974427,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Jhunjhunun,3967,7713,11680,48,0.3396404109589041,3.2768201909493877,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Jodhpur,9733,14493,24226,41,0.40175844134401056,7.0933989526556385,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Nagaur,7553,12226,19779,47,0.38186965974012843,5.740591224829423,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Pali,4499,10300,14799,44,0.3040070275018582,4.22564126202876,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Sikar,6351,10971,17322,56,0.36664357464496017,4.993155068483794,High Spike
2025-04-01,2025,4,Tuesday,False,Rajasthan,Udaipur,6038,9759,15797,40,0.38222447300120277,4.529239668228572,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Chennai,8877,14753,23630,63,0.375666525603047,6.912091688031302,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Coimbatore,8351,16329,24680,99,0.3383711507293355,7.2315088488627675,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Cuddalore,10089,7240,17329,65,0.5822032431184719,4.995284516222671,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Dindigul,7240,14614,21854,55,0.3312894664592294,6.371820375996366,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Erode,4766,8601,13367,56,0.35654971197725743,3.790017096018609,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Kancheepuram,11633,12146,23779,92,0.4892131712855881,6.957418504187387,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Krishnagiri,6026,5057,11083,37,0.543715600469187,3.095208719505212,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Madurai,10401,14583,24984,55,0.4163064361191162,7.323987722093973,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Namakkal,4064,8575,12639,54,0.32154442598306826,3.5685545311754594,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Pudukkottai,4948,8469,13417,54,0.3687858686740702,3.805227437010583,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Salem,15497,14213,29710,87,0.5216088858970044,8.761669152655406,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Thanjavur,6846,11788,18634,90,0.3673929376408715,5.392274416113207,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Thoothukkudi,6772,8906,15678,76,0.4319428498532976,4.493039056667672,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Tiruchirappalli,6150,14884,21034,83,0.29238375962727015,6.122370783727984,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Tirunelveli,8135,13913,22048,105,0.3689677068214804,6.430836499045228,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Tiruppur,6905,8795,15700,58,0.43980891719745224,4.499731606704141,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Tiruvallur,9932,13307,23239,73,0.42738499935453333,6.793146821474061,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Tiruvannamalai,10684,6104,16788,68,0.6364069573504885,4.830708626689507,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Vellore,11254,10058,21312,105,0.5280593093093093,6.206940279643362,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Villupuram,8353,3586,11939,81,0.6996398358321467,3.355609757287816,High Spike
2025-04-01,2025,4,Tuesday,False,Tamil Nadu,Virudhunagar,5189,6673,11862,55,0.43744731074017873,3.332185832160175,High Spike
2025-04-01,2025,4,Tuesday,False,Telangana,Hyderabad,9730,11312,21042,57,0.4624085163007319,6.1248044382867,High Spike
2025-04-01,2025,4,Tuesday,False,Telangana,K.V. Rangareddy,9527,13014,22541,86,0.42265205625305,6.580810461226097,High Spike
2025-04-01,2025,4,Tuesday,False,Telangana,Karimnagar,5453,6566,12019,82,0.45369831100757135,3.379946302874975,High Spike
2025-04-01,2025,4,Tuesday,False,Telangana,Mahabubnagar,8084,9148,17232,69,0.4691272051996286,4.965776454698241,High Spike
2025-04-01,2025,4,Tuesday,False,Telangana,Nalgonda,5769,5451,11220,57,0.5141711229946524,3.1368850538232222,High Spike
2025-04-01,2025,4,Tuesday,False,Tripura,West Tripura,6514,8037,14551,31,0.4476668270221978,4.150197970708565,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Agra,23587,9962,33549,28,0.703061194074339,9.92951913401921,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Aligarh,21555,5911,27466,35,0.7847884657394597,8.079029048935588,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Allahabad,27810,9107,36917,41,0.7533114825148306,10.954087703238617,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Amroha,10891,2508,13399,12,0.8128218523770431,3.7997517142534725,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Azamgarh,13049,8716,21765,49,0.5995405467493683,6.344745969030652,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Bahraich,17959,7506,25465,23,0.7052424896917338,7.4703112024367675,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Ballia,7919,6870,14789,39,0.5354655487186423,4.222599193830365,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Balrampur,8333,3721,12054,14,0.6913057906089265,3.3905935415693573,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Banda,6605,4537,11142,11,0.5928020104110573,3.1131569218757416,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Bara Banki,14422,6093,20515,35,0.7029978064830612,5.964487444231288,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Bareilly,22874,8000,30874,24,0.7408822957828594,9.115765890948573,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Basti,10172,4692,14864,25,0.6843379978471474,4.245414705318327,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Bijnor,17712,8228,25940,27,0.6828064764841943,7.614809441860526,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Budaun,8910,3583,12493,22,0.7131993916593292,3.5241403354788936,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Bulandshahr,18815,5197,24012,36,0.7835665500583042,7.028298693209988,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Chandauli,9704,3295,12999,18,0.7465189629971536,3.678068986317676,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Deoria,11809,7245,19054,27,0.6197648787656135,5.520041280445792,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Etah,13484,2531,16015,13,0.8419606618794879,4.595556754953581,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Faizabad,8834,3119,11953,38,0.7390613235171086,3.359868652765569,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Fatehpur,8256,6378,14634,26,0.5641656416564166,4.175447136755244,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Firozabad,15017,3352,18369,20,0.8175186455441232,5.3116596088557415,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Gautam Buddha Nagar,7021,5188,12209,22,0.5750675731018101,3.4377455986444785,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Ghaziabad,14642,10837,25479,28,0.5746693355312218,7.474570097914521,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Ghazipur,15205,6326,21531,41,0.70619107333612,6.273561573188211,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Gonda,14460,6876,21336,31,0.6777277840269966,6.214241243319511,High Spike
2025-04-01,2025,4,Tuesday,False,Uttar Pradesh,Gorakhpur,9404,12727,22131,39,0.4249243143102435,6.456085665091906,High Spike
